post,sentiment,url,published_date,published_time,price_xrp,compound
XRP Bounce Back To $2.45: Experts Say It May Never Fall Below $2 Again,neutral,https://cryptopanic.com/news/20406512/XRP-Bounce-Back-To-245-Experts-Say-It-May-Never-Fall-Below-2-Again?mtm_campaign=API-OFA,12/14/2024,11:50:39,2.4005,0.0
Ripple to sell $500 million as XRP struggles in the 4th position by market cap,neutral,https://cryptopanic.com/news/20398759/Ripple-to-sell-500-million-as-XRP-struggles-in-the-4th-position-by-market-cap?mtm_campaign=API-OFA,12/12/2024,14:49:07,2.3384,-0.3612
SEC Weighs Solana and XRP ETFs: Altcoin Boom Ahead?,neutral,https://cryptopanic.com/news/20362778/SEC-Weighs-Solana-and-XRP-ETFs-Altcoin-Boom-Ahead?mtm_campaign=API-OFA,12/04/2024,9:15:42,2.3574,0.0
$100 billion WisdomTree files for XRP ETF via Delaware trust,neutral,https://cryptopanic.com/news/20317532/100-billion-WisdomTree-files-for-XRP-ETF-via-Delaware-trust?mtm_campaign=API-OFA,11/25/2024,16:39:10,1.4142,0.5106
"Trump Presidency Unlocked $800 Billion for US Crypto, Says Ripple CEO as ADA, SOL, and XRP Eye Golden Era",positive,https://cryptopanic.com/news/20255748/Trump-Presidency-Unlocked-800-Billion-for-US-Crypto-Says-Ripple-CEO-as-ADA-SOL-and-XRP-Eye-Golden-Era?mtm_campaign=API-OFA,11/17/2024,8:53:09,1.0543,0.0
Canary Capital Files for First Hedera (HBAR) Spot ETF with SEC: Will It Be Approved?,neutral,https://cryptopanic.com/news/20222172/Canary-Capital-Files-for-First-Hedera-HBAR-Spot-ETF-with-SEC-Will-It-Be-Approved?mtm_campaign=API-OFA,11/12/2024,19:20:06,0.704,0.4215
Institutional Demand Drives Confidence for Ripple's XRP,neutral,https://cryptopanic.com/news/20148037/Institutional-Demand-Drives-Confidence-for-Ripples-XRP?mtm_campaign=API-OFA,11/02/2024,16:10:57,0.5103,0.4215
Ripple CEO Slams SEC for Ignoring Court Ruling on XRP,neutral,https://cryptopanic.com/news/20000476/Ripple-CEO-Slams-SEC-for-Ignoring-Court-Ruling-on-XRP?mtm_campaign=API-OFA,10/14/2024,7:27:47,0.5483,-0.4019
Ripple Slams SEC Over Latest Appeal,positive,https://cryptopanic.com/news/19969125/Ripple-Slams-SEC-Over-Latest-Appeal?mtm_campaign=API-OFA,10/04/2024,10:00:27,0.534,0.0
SEC’s XRP Appeal: Ripple’s Legal Fight Heats Up Again,neutral,https://cryptopanic.com/news/19965957/SECs-XRP-Appeal-Ripples-Legal-Fight-Heats-Up-Again?mtm_campaign=API-OFA,10/03/2024,13:02:08,0.5217,-0.2732
Grayscale Predicts Top Altcoins that Can Outperform in Q4 2024,positive,https://cryptopanic.com/news/19946264/Grayscale-Predicts-Top-Altcoins-that-Can-Outperform-in-Q4-2024?mtm_campaign=API-OFA,09/27/2024,13:15:53,0.5888,0.2023
Ripple’s Price Outlook for September: Is XRP the Altcoin to Watch?,neutral,https://cryptopanic.com/news/19905088/Ripples-Price-Outlook-for-September-Is-XRP-the-Altcoin-to-Watch?mtm_campaign=API-OFA,09/16/2024,5:07:39,0.5866,0.0
Is Grayscale’s Ripple Trust the Way Toward a Spot XRP ETF in the US?,neutral,https://cryptopanic.com/news/19901464/Is-Grayscales-Ripple-Trust-the-Way-Toward-a-Spot-XRP-ETF-in-the-US?mtm_campaign=API-OFA,09/14/2024,5:33:00,0.5956,0.5106
"XRP Taps $0.57 After Grayscale’s Ripple Trust Launch, BTC Shaky at $58K (Market Watch)",negative,https://cryptopanic.com/news/19898315/XRP-Taps-057-After-Grayscales-Ripple-Trust-Launch-BTC-Shaky-at-58K-Market-Watch?mtm_campaign=API-OFA,09/13/2024,8:56:59,0.5728,0.34
Ripple Seeks Delay on $125M Fine in SEC Legal Battle,positive,https://cryptopanic.com/news/19874761/Ripple-Seeks-Delay-on-125M-Fine-in-SEC-Legal-Battle?mtm_campaign=API-OFA,09/06/2024,8:58:59,0.5211,-0.3818
Pro-XRP Lawyer Deaton Wins GOP Nomination to Challenge Warren,positive,https://cryptopanic.com/news/19870310/Pro-XRP-Lawyer-Deaton-Wins-GOP-Nomination-to-Challenge-Warren?mtm_campaign=API-OFA,09/05/2024,8:21:15,0.5444,0.6124
Ripple (XRP) IPO in the US? CEO Brad Garlinghouse Weighs In,neutral,https://cryptopanic.com/news/19865796/Ripple-XRP-IPO-in-the-US-CEO-Brad-Garlinghouse-Weighs-In?mtm_campaign=API-OFA,09/04/2024,7:36:27,0.5579,0.0
Important Ripple (XRP) Update August 29: Details,positive,https://cryptopanic.com/news/19846176/Important-Ripple-XRP-Update-August-29-Details?mtm_campaign=API-OFA,08/29/2024,8:37:56,0.5619,0.2023
SEC to Appeal Court Ruling in Ripple XRP Case,neutral,https://cryptopanic.com/news/19776875/SEC-to-Appeal-Court-Ruling-in-Ripple-XRP-Case?mtm_campaign=API-OFA,08/09/2024,8:21:37,0.5805,0.0
Ripple Faces Backlash from XRP Developers,neutral,https://cryptopanic.com/news/19760448/Ripple-Faces-Backlash-from-XRP-Developers?mtm_campaign=API-OFA,08/05/2024,10:12:41,0.4889,0.0
"Ripple prepares to sell 200 million XRP in August, worth $110 million",positive,https://cryptopanic.com/news/19758013/Ripple-prepares-to-sell-200-million-XRP-in-August-worth-110-million?mtm_campaign=API-OFA,08/04/2024,13:04:59,0.5228,0.2263
"Large-Cap Ethereum Rival Forming a Bullish Pattern That Could See It Surge by up to 63%, Says Crypto Trader",neutral,https://cryptopanic.com/news/19754927/Large-Cap-Ethereum-Rival-Forming-a-Bullish-Pattern-That-Could-See-It-Surge-by-up-to-63-Says-Crypto-Trader?mtm_campaign=API-OFA,08/02/2024,19:55:40,0.5607,0.0
"XRP and SOL Retrace Hard, While BTC Price Dropped to 2-Week Lows (Market Watch)",negative,https://cryptopanic.com/news/19748452/XRP-and-SOL-Retrace-Hard-While-BTC-Price-Dropped-to-2-Week-Lows-Market-Watch?mtm_campaign=API-OFA,08/01/2024,8:43:17,0.5964,-0.296
Solana Price Forecast: Can SOL Beat XRP to Secure ETF Approval?,positive,https://cryptopanic.com/news/19729171/Solana-Price-Forecast-Can-SOL-Beat-XRP-to-Secure-ETF-Approval?mtm_campaign=API-OFA,07/26/2024,14:16:37,0.6034,0.6705
Ripple joins the fintench big league despite legal battles,neutral,https://cryptopanic.com/news/19678607/Ripple-joins-the-fintench-big-league-despite-legal-battles?mtm_campaign=API-OFA,07/11/2024,21:34:30,0.4491,0.2057
XRP Lawsuit: SEC Sticks to $2 Billion Fine on Ripple As Pressure On XRP Soars — Is This Your Buy Signal?,positive,https://cryptopanic.com/news/19657746/XRP-Lawsuit-SEC-Sticks-to-2-Billion-Fine-on-Ripple-As-Pressure-On-XRP-Soars-Is-This-Your-Buy-Signal?mtm_campaign=API-OFA,07/05/2024,13:47:03,0.4251,-0.3182
Will XRP shorting activity serve as ‘rocket fuel’ for an explosive rally?,neutral,https://cryptopanic.com/news/19610339/Will-XRP-shorting-activity-serve-as-rocket-fuel-for-an-explosive-rally?mtm_campaign=API-OFA,06/21/2024,14:20:54,0.4889,0.0
Could XRP be on the verge of a breakout as open interest surges?,neutral,https://cryptopanic.com/news/19603617/Could-XRP-be-on-the-verge-of-a-breakout-as-open-interest-surges?mtm_campaign=API-OFA,06/19/2024,18:25:46,0.4933,0.4588
Could XRP hit a $3 trillion market cap? Here’s when it might happen,neutral,https://cryptopanic.com/news/19547968/Could-XRP-hit-a-3-trillion-market-cap-Heres-when-it-might-happen?mtm_campaign=API-OFA,06/02/2024,13:33:28,0.5135,0.0
Ripple could sell 400 million XRP in June; Largest dump in 7 years,neutral,https://cryptopanic.com/news/19547679/Ripple-could-sell-400-million-XRP-in-June-Largest-dump-in-7-years?mtm_campaign=API-OFA,06/02/2024,10:38:40,0.5135,-0.3818
"Joe Biden Is Trying To ‘Kill Crypto’ — Serious Warning Could Spell Chaos For Bitcoin, Ether, ADA, XRP",negative,https://cryptopanic.com/news/19476700/Joe-Biden-Is-Trying-To-Kill-Crypto-Serious-Warning-Could-Spell-Chaos-For-Bitcoin-Ether-ADA-XRP?mtm_campaign=API-OFA,05/10/2024,11:20:43,0.5022,-0.7506
Standard Chartered Predicts XRP to Hit $12.50 by 2028,neutral,https://cryptopanic.com/news/21053588/Standard-Chartered-Predicts-XRP-to-Hit-1250-by-2028?mtm_campaign=API-OFA,04/13/2025,11:03:00,2.1196,0.0
XRP Price To Hit $45? Here’s What Happens If It Mimics 2017 And 2021 Rallies,neutral,https://cryptopanic.com/news/21049830/XRP-Price-To-Hit-45-Heres-What-Happens-If-It-Mimics-2017-And-2021-Rallies?mtm_campaign=API-OFA,04/12/2025,18:00:52,2.1598,0.0
XRP Will Overtake Ethereum By 2028: Standard Chartered,neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,04/08/2025,12:26:16,1.7963,0.0
XRP network activity collapses 65%,neutral,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,04/04/2025,19:23:00,2.1302,-0.296
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,04/02/2025,18:41:22,2.0237,0.4019
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,04/01/2025,16:22:00,2.1387,-0.2732
XRP ETF Approval Date Nears,neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,03/23/2025,12:30:00,2.4393,0.4767
$10 XRP Price Closer Than Ever As Ripple Emerges Victorious in SEC Lawsuit,neutral,https://cryptopanic.com/news/20853500/10-XRP-Price-Closer-Than-Ever-As-Ripple-Emerges-Victorious-in-SEC-Lawsuit?mtm_campaign=API-OFA,03/20/2025,20:02:34,2.4361,-0.2263
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,03/20/2025,11:00:48,2.4361,0.3346
XRP Soars 13% After SEC Lawsuit 'Victory': Can XRP Flip Ethereum?,neutral,https://cryptopanic.com/news/20847635/XRP-Soars-13-After-SEC-Lawsuit-Victory-Can-XRP-Flip-Ethereum?mtm_campaign=API-OFA,03/19/2025,17:26:20,2.5469,-0.2263
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,03/19/2025,17:08:56,2.5469,-0.2584
XRP Vs. ETH: Bold Prediction Claims ‘Dying’ Ethereum’s Reign Is Ending,positive,https://cryptopanic.com/news/20844336/XRP-Vs-ETH-Bold-Prediction-Claims-Dying-Ethereums-Reign-Is-Ending?mtm_campaign=API-OFA,03/19/2025,6:00:54,2.5469,0.3818
XRP Stumbles—But Analysts Still See A Path To $70,neutral,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,03/18/2025,22:30:56,2.2851,0.0
Proposal on SEC website suggests XRP as a strategic asset for US financial system,neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,03/16/2025,16:07:53,2.2938,0.3612
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,neutral,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,03/14/2025,15:03:22,2.3564,-0.5423
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,03/14/2025,14:13:32,2.3564,0.0
SEC website posts document naming XRP as a strategic asset for U.S.,neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,03/14/2025,11:14:55,2.3564,0.3612
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,03/13/2025,18:45:44,2.2527,0.3612
SEC considers classifying XRP as commodity in settlement talks with Ripple,neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,03/13/2025,17:53:17,2.2527,0.0
"Why Achieving an XRP Price of $1,000 is Not An Illusion",neutral,https://cryptopanic.com/news/20816117/Why-Achieving-an-XRP-Price-of-1000-is-Not-An-Illusion?mtm_campaign=API-OFA,03/12/2025,14:23:02,2.2396,0.0
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,03/05/2025,12:10:39,2.4998,0.0
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,03/03/2025,18:14:25,2.3873,0.0
Ripple prepares for what could be a $795 million XRP sale in March,neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,03/03/2025,12:50:39,2.3873,0.0
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,03/02/2025,19:31:52,2.9396,0.0
"Trump to include XRP, SOL, and ADA in US crypto reserve",neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,03/02/2025,15:34:02,2.9396,0.0
XRP Ledger unveils institutional DeFi roadmap,neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,02/26/2025,18:46:49,2.1982,0.0
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,02/26/2025,18:43:37,2.1982,0.0
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,02/21/2025,9:36:00,2.5721,0.5719
Are XRP and DOGE Preparing for 25% Price Moves?,neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,02/20/2025,15:10:57,2.6877,0.0
First-Ever Spot XRP ETF Gets Green Light in Brazil,neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,02/20/2025,0:16:02,2.6877,0.0
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,02/19/2025,19:13:22,2.7378,0.0
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,positive,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,02/19/2025,17:28:08,2.7378,0.0
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,02/19/2025,14:00:23,2.7378,0.5423
SEC acknowledges Bitwise Spot XRP ETF filing,neutral,https://cryptopanic.com/news/20714471/SEC-acknowledges-Bitwise-Spot-XRP-ETF-filing?mtm_campaign=API-OFA,02/18/2025,19:10:43,2.5628,0.0
SEC acknowledges spot XRP ETF filing from Bitwise,neutral,https://cryptopanic.com/news/20714430/SEC-acknowledges-spot-XRP-ETF-filing-from-Bitwise?mtm_campaign=API-OFA,02/18/2025,19:06:28,2.5628,0.0
"SEC Acknowledges Filing for Bitwise Spot XRP ETF on February 18, 2025, $XRP",neutral,https://cryptopanic.com/news/20714490/SEC-Acknowledges-Filing-for-Bitwise-Spot-XRP-ETF-on-February-18-2025-XRP?mtm_campaign=API-OFA,02/18/2025,19:00:57,2.5628,0.0
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",neutral,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,02/17/2025,21:00:12,2.6599,0.0
XRP Price Today: Analysts Predict Breakout to $5.85 & Beyond,neutral,https://cryptopanic.com/news/20701043/XRP-Price-Today-Analysts-Predict-Breakout-to-585-Beyond?mtm_campaign=API-OFA,02/15/2025,11:54:10,2.7619,0.0
2025 XRP ETF approval odds hit 81% on Polymarket,neutral,https://cryptopanic.com/news/20698800/2025-XRP-ETF-approval-odds-hit-81-on-Polymarket?mtm_campaign=API-OFA,02/14/2025,18:58:08,2.7384,0.4767
BREAKING: Yet Another XRP ETF Filing Acknowledged by SEC,neutral,https://cryptopanic.com/news/20698756/BREAKING-Yet-Another-XRP-ETF-Filing-Acknowledged-by-SEC?mtm_campaign=API-OFA,02/14/2025,18:34:10,2.7384,0.0
"XRP, ADA ETFs Compared to 2000s Tech Stocks by Crypto Expert",neutral,https://cryptopanic.com/news/20698230/XRP-ADA-ETFs-Compared-to-2000s-Tech-Stocks-by-Crypto-Expert?mtm_campaign=API-OFA,02/14/2025,16:23:00,2.7384,0.0
Is XRP Price on Track to Hit $110? Analyst Weigh In,neutral,https://cryptopanic.com/news/20693938/Is-XRP-Price-on-Track-to-Hit-110-Analyst-Weigh-In?mtm_campaign=API-OFA,02/13/2025,20:51:00,2.5599,0.0
SEC may acknowledge Grayscale XRP ETF filing as early as tomorrow,neutral,https://cryptopanic.com/news/20686757/SEC-may-acknowledge-Grayscale-XRP-ETF-filing-as-early-as-tomorrow?mtm_campaign=API-OFA,02/12/2025,15:30:48,2.4734,0.0
XRP ETF Filed with Nasdaq as Ripple-CFTC Ties Strengthen,neutral,https://cryptopanic.com/news/20680535/XRP-ETF-Filed-with-Nasdaq-as-Ripple-CFTC-Ties-Strengthen?mtm_campaign=API-OFA,02/11/2025,12:03:46,2.4131,0.3182
"Ripple’s XRP Prepping For Ultra Bullish 1,500% Breakout As Spot XRP ETFs Gain Major Traction",neutral,https://cryptopanic.com/news/20668724/Ripples-XRP-Prepping-For-Ultra-Bullish-1500-Breakout-As-Spot-XRP-ETFs-Gain-Major-Traction?mtm_campaign=API-OFA,02/08/2025,12:38:45,2.419,0.5267
XRP Price Falls Following Ledger Downtime as Open Interest Hits Monthly Low,neutral,https://cryptopanic.com/news/20655156/XRP-Price-Falls-Following-Ledger-Downtime-as-Open-Interest-Hits-Monthly-Low?mtm_campaign=API-OFA,02/05/2025,19:54:26,2.381,0.2263
Ripple Investigates XRP Ledger Halt as Consensus Issues Arise,neutral,https://cryptopanic.com/news/20652462/Ripple-Investigates-XRP-Ledger-Halt-as-Consensus-Issues-Arise?mtm_campaign=API-OFA,02/05/2025,11:04:41,2.381,0.0
XRP Ledger resumes activity after second outage in three months,neutral,https://cryptopanic.com/news/20652184/XRP-Ledger-resumes-activity-after-second-outage-in-three-months?mtm_campaign=API-OFA,02/05/2025,10:11:14,2.381,0.0
Ripple restores XRP Ledger after 64-minute outage – What went wrong?,negative,https://cryptopanic.com/news/20651654/Ripple-restores-XRP-Ledger-after-64-minute-outage-What-went-wrong?mtm_campaign=API-OFA,02/05/2025,8:15:37,2.381,-0.2263
"XRP Ledger Temporarily Halts Block Production, Ripple CTO Cites Possible Network 'Drift'",neutral,https://cryptopanic.com/news/20650416/XRP-Ledger-Temporarily-Halts-Block-Production-Ripple-CTO-Cites-Possible-Network-Drift?mtm_campaign=API-OFA,02/05/2025,0:28:29,2.381,-0.4404
Ripple prepares for what could be an $800 million XRP dump in February,neutral,https://cryptopanic.com/news/20648232/Ripple-prepares-for-what-could-be-an-800-million-XRP-dump-in-February?mtm_campaign=API-OFA,02/04/2025,15:03:15,2.5274,-0.3818
XRP Suddenly Collapses 14%. It Might Get Worse,negative,https://cryptopanic.com/news/20639252/XRP-Suddenly-Collapses-14-It-Might-Get-Worse?mtm_campaign=API-OFA,02/02/2025,18:30:16,2.58,-0.6486
XRP Sees Calm Before the Storm after Ripple CEO Signals the Inclusion of XRP in U.S. Strategic Reserve,positive,https://cryptopanic.com/news/20638446/XRP-Sees-Calm-Before-the-Storm-after-Ripple-CEO-Signals-the-Inclusion-of-XRP-in-US-Strategic-Reserve?mtm_campaign=API-OFA,02/02/2025,13:18:22,2.58,0.3182
Sui Network to unlock millions of SUI this week – Should you be worried?,neutral,https://cryptopanic.com/news/20633173/Sui-Network-to-unlock-millions-of-SUI-this-week-Should-you-be-worried?mtm_campaign=API-OFA,01/31/2025,16:43:16,3.0361,-0.296
RLUSD Major Milestone Triggers Warning for XRP Community: Details,neutral,https://cryptopanic.com/news/20631882/RLUSD-Major-Milestone-Triggers-Warning-for-XRP-Community-Details?mtm_campaign=API-OFA,01/31/2025,12:42:00,3.0361,-0.34
XRP ETF Next? Polymarket Bets 83% on Approval as Institutional Interest Soars,neutral,https://cryptopanic.com/news/20631867/XRP-ETF-Next-Polymarket-Bets-83-on-Approval-as-Institutional-Interest-Soars?mtm_campaign=API-OFA,01/31/2025,12:36:45,3.0361,0.7269
XRP Lawsuit News: Ripple CLO Says Case Will Be Withdrawn By SEC Under Atkins in 2025,neutral,https://cryptopanic.com/news/20621922/XRP-Lawsuit-News-Ripple-CLO-Says-Case-Will-Be-Withdrawn-By-SEC-Under-Atkins-in-2025?mtm_campaign=API-OFA,01/29/2025,15:38:29,3.0683,-0.2263
'XRP Looks Like Best Altcoin': Seasoned Trader Shares His Chart,positive,https://cryptopanic.com/news/20621262/XRP-Looks-Like-Best-Altcoin-Seasoned-Trader-Shares-His-Chart?mtm_campaign=API-OFA,01/29/2025,13:36:00,3.0683,0.836
Ondo Finance brings tokenized US Treasury fund on Ripple’s XRP Ledger,neutral,https://cryptopanic.com/news/20616755/Ondo-Finance-brings-tokenized-US-Treasury-fund-on-Ripples-XRP-Ledger?mtm_campaign=API-OFA,01/28/2025,15:34:33,3.0572,0.2023
Ripple (XRP) CTO Defends XRPL Decentralization Amid Crypto Reserve Debate,neutral,https://cryptopanic.com/news/20611886/Ripple-XRP-CTO-Defends-XRPL-Decentralization-Amid-Crypto-Reserve-Debate?mtm_campaign=API-OFA,01/27/2025,17:07:00,3.0552,0.0
