post,sentiment,url,published_date,published_time,price_btc,confidence,sentiment_label,sentiment_score
El Salvador Buys More Bitcoin While Adjusting Policies for IMF,Neutral,https://cryptopanic.com/news/20640647/El-Salvador-Buys-More-Bitcoin-While-Adjusting-Policies-for-IMF?mtm_campaign=API-OFA,3/2/2025,7:05:20,104017,0.999433696,Bullish,0.514576077
More Parents Choose Bitcoin Over 529 College Savings Plans,Neutral,https://cryptopanic.com/news/20640618/More-Parents-Choose-Bitcoin-Over-529-College-Savings-Plans?mtm_campaign=API-OFA,3/2/2025,7:02:13,104017,0.999972463,Bullish,0.503620327
El Salvador Buys More Bitcoin While Adjusting Policies for IMF,Neutral,https://cryptopanic.com/news/20640647/El-Salvador-Buys-More-Bitcoin-While-Adjusting-Policies-for-IMF?mtm_campaign=API-OFA,3/2/2025,7:05:20,104021,0.999433696,Bullish,0.514576077
More Parents Choose Bitcoin Over 529 College Savings Plans,Neutral,https://cryptopanic.com/news/20640618/More-Parents-Choose-Bitcoin-Over-529-College-Savings-Plans?mtm_campaign=API-OFA,3/2/2025,7:02:13,104021,0.999972463,Bullish,0.503620327
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,86220.61,0.99561125,Neutral,0.702865005
"Bitcoin Open Interest Crashed To 6-Month Low, Here’s What Followed The Last Time",Neutral,https://cryptopanic.com/news/20774618/Bitcoin-Open-Interest-Crashed-To-6-Month-Low-Heres-What-Followed-The-Last-Time?mtm_campaign=API-OFA,3/3/2025,18:30:37,86220.61,0.998966932,Bullish,0.432626635
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,86220.61,0.99561125,Neutral,0.702865005
Bitcoin Price Surges Nearly 10% to $95K as Trump’s Crypto Policies Boost Market Confidence,Positive,https://cryptopanic.com/news/20771732/Bitcoin-Price-Surges-Nearly-10-to-95K-as-Trumps-Crypto-Policies-Boost-Market-Confidence?mtm_campaign=API-OFA,3/3/2025,8:46:38,86220.61,1,Neutral,0.640205681
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,103988,0.99561125,Neutral,0.702865005
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,3/4/2025,18:00:40,83213.09,0.979820728,Bearish,0.423091829
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,3/4/2025,14:50:56,83213.09,0.999953628,Neutral,0.993334174
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,3/4/2025,11:45:40,83213.09,0.997383416,Bearish,0.698894739
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,3/4/2025,18:00:40,83213.09,0.979820728,Bearish,0.423091829
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,3/4/2025,14:50:56,83213.09,0.999953628,Neutral,0.993334174
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,3/4/2025,11:45:40,83213.09,0.997383416,Bearish,0.698894739
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,3/4/2025,18:00:40,83213.09,0.979820728,Bearish,0.423091829
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,3/4/2025,14:50:56,83213.09,0.999953628,Neutral,0.993334174
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,3/4/2025,11:45:40,83213.09,0.997383416,Bearish,0.698894739
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,3/4/2025,18:00:40,103997,0.979820728,Bearish,0.423091829
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,3/4/2025,14:50:56,103997,0.999953628,Neutral,0.993334174
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,3/4/2025,11:45:40,103997,0.997383416,Bearish,0.698894739
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,3/4/2025,18:00:40,103988,0.979820728,Bearish,0.423091829
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,3/4/2025,14:50:56,103988,0.999953628,Neutral,0.993334174
Why Eric Trump Thinks Crypto Will Save the Trump Business Empire,Neutral,https://cryptopanic.com/news/20916193/Why-Eric-Trump-Thinks-Crypto-Will-Save-the-Trump-Business-Empire?mtm_campaign=API-OFA,3/4/2025,13:25:10,103988,0.902398705,Neutral,0.569033265
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,3/4/2025,11:45:40,103988,0.997383416,Bearish,0.698894739
Bitcoin Price Breakout Confirmed As Spot Market Defies Short Term Risks,Neutral,https://cryptopanic.com/news/21540259/Bitcoin-Price-Breakout-Confirmed-As-Spot-Market-Defies-Short-Term-Risks?mtm_campaign=API-OFA,3/5/2025,20:30:00,103997,0.807071626,Bullish,0.551599026
Will Ethereum Become the New Bitcoin? Vitalik Buterin Has a Plan For It,Neutral,https://cryptopanic.com/news/21533890/Will-Ethereum-Become-the-New-Bitcoin-Vitalik-Buterin-Has-a-Plan-For-It?mtm_campaign=API-OFA,3/5/2025,10:54:45,103997,0.999960899,Bullish,0.576591313
"Binance’s CZ says gold is ‘not a limited supply asset,’ so it can’t beat Bitcoin",Neutral,https://cryptopanic.com/news/21533887/Binances-CZ-says-gold-is-not-a-limited-supply-asset-so-it-cant-beat-Bitcoin?mtm_campaign=API-OFA,3/5/2025,10:50:00,103997,0.999774158,Neutral,0.737833977
Will Ethereum Become the New Bitcoin? Vitalik Buterin Has a Plan For It,Neutral,https://cryptopanic.com/news/21533890/Will-Ethereum-Become-the-New-Bitcoin-Vitalik-Buterin-Has-a-Plan-For-It?mtm_campaign=API-OFA,3/5/2025,10:54:45,103988,0.999960899,Bullish,0.576591313
Will Ethereum Become the New Bitcoin? Vitalik Buterin Has a Plan For It,Neutral,https://cryptopanic.com/news/21533890/Will-Ethereum-Become-the-New-Bitcoin-Vitalik-Buterin-Has-a-Plan-For-It?mtm_campaign=API-OFA,3/5/2025,10:54:45,103945,0.999960899,Bullish,0.576591313
"Binance’s CZ says gold is ‘not a limited supply asset,’ so it can’t beat Bitcoin",Neutral,https://cryptopanic.com/news/21533887/Binances-CZ-says-gold-is-not-a-limited-supply-asset-so-it-cant-beat-Bitcoin?mtm_campaign=API-OFA,3/5/2025,10:50:00,103945,0.999774158,Neutral,0.737833977
Vitalik wants to make Ethereum ‘as simple as Bitcoin’ in 5 years,Neutral,https://cryptopanic.com/news/21532177/Vitalik-wants-to-make-Ethereum-as-simple-as-Bitcoin-in-5-years?mtm_campaign=API-OFA,3/5/2025,8:30:15,103945,0.999989629,Neutral,0.917856395
Trump Admin Wants to Acquire as Much Bitcoin as Possible: White House,Neutral,https://cryptopanic.com/news/20823549/Trump-Admin-Wants-to-Acquire-as-Much-Bitcoin-as-Possible-White-House?mtm_campaign=API-OFA,3/13/2025,21:26:41,81115.78,0.999809325,Neutral,0.632514775
Trump Admin Wants to Acquire as Much Bitcoin as Possible: White House,Neutral,https://cryptopanic.com/news/20823549/Trump-Admin-Wants-to-Acquire-as-Much-Bitcoin-as-Possible-White-House?mtm_campaign=API-OFA,3/13/2025,21:26:41,81115.78,0.999809325,Neutral,0.632514775
Trump Admin Wants to Acquire as Much Bitcoin as Possible: White House,Neutral,https://cryptopanic.com/news/20823549/Trump-Admin-Wants-to-Acquire-as-Much-Bitcoin-as-Possible-White-House?mtm_campaign=API-OFA,3/13/2025,21:26:41,103988,0.999809325,Neutral,0.632514775
Trump-backed World Liberty Financial buys AVAX and MNT for $4M as total portfolio losses reach $118M,Neutral,https://cryptopanic.com/news/20831805/Trump-backed-World-Liberty-Financial-buys-AVAX-and-MNT-for-4M-as-total-portfolio-losses-reach-118M?mtm_campaign=API-OFA,3/16/2025,9:24:40,82574.53,0.997616887,Neutral,0.752636492
Trump-backed World Liberty Financial buys AVAX and MNT for $4M as total portfolio losses reach $118M,Neutral,https://cryptopanic.com/news/20831805/Trump-backed-World-Liberty-Financial-buys-AVAX-and-MNT-for-4M-as-total-portfolio-losses-reach-118M?mtm_campaign=API-OFA,3/16/2025,9:24:40,82574.53,0.997616887,Neutral,0.752636492
Trump-backed World Liberty Financial buys AVAX and MNT for $4M as total portfolio losses reach $118M,Neutral,https://cryptopanic.com/news/20831805/Trump-backed-World-Liberty-Financial-buys-AVAX-and-MNT-for-4M-as-total-portfolio-losses-reach-118M?mtm_campaign=API-OFA,3/16/2025,9:24:40,82574.53,0.997616887,Neutral,0.752636492
North Korea becomes 3rd largest government Bitcoin holder after Bybit hack,Neutral,https://cryptopanic.com/news/20832745/North-Korea-becomes-3rd-largest-government-Bitcoin-holder-after-Bybit-hack?mtm_campaign=API-OFA,3/16/2025,16:45:13,103988,0.999983668,Neutral,0.640383959
Trump-backed World Liberty Financial buys AVAX and MNT for $4M as total portfolio losses reach $118M,Neutral,https://cryptopanic.com/news/20831805/Trump-backed-World-Liberty-Financial-buys-AVAX-and-MNT-for-4M-as-total-portfolio-losses-reach-118M?mtm_campaign=API-OFA,3/16/2025,9:24:40,103988,0.997616887,Neutral,0.752636492
Kentucky Passes Bill Protecting Bitcoin Self-Custody and Mining,Neutral,https://cryptopanic.com/news/20834639/Kentucky-Passes-Bill-Protecting-Bitcoin-Self-Custody-and-Mining?mtm_campaign=API-OFA,3/17/2025,9:20:24,84010.03,0.998534441,Neutral,0.549336672
Most US Voters Oppose Trump’s National Bitcoin Reserve Plan,Neutral,https://cryptopanic.com/news/20834638/Most-US-Voters-Oppose-Trumps-National-Bitcoin-Reserve-Plan?mtm_campaign=API-OFA,3/17/2025,9:17:25,84010.03,0.999768317,Neutral,0.736744344
Kentucky Passes Bill Protecting Bitcoin Self-Custody and Mining,Neutral,https://cryptopanic.com/news/20834639/Kentucky-Passes-Bill-Protecting-Bitcoin-Self-Custody-and-Mining?mtm_campaign=API-OFA,3/17/2025,9:20:24,84010.03,0.998534441,Neutral,0.549336672
Most US Voters Oppose Trump’s National Bitcoin Reserve Plan,Neutral,https://cryptopanic.com/news/20834638/Most-US-Voters-Oppose-Trumps-National-Bitcoin-Reserve-Plan?mtm_campaign=API-OFA,3/17/2025,9:17:25,84010.03,0.999768317,Neutral,0.736744344
Kentucky Passes Bill Protecting Bitcoin Self-Custody and Mining,Neutral,https://cryptopanic.com/news/20834639/Kentucky-Passes-Bill-Protecting-Bitcoin-Self-Custody-and-Mining?mtm_campaign=API-OFA,3/17/2025,9:20:24,84010.03,0.998534441,Neutral,0.549336672
Most US Voters Oppose Trump’s National Bitcoin Reserve Plan,Neutral,https://cryptopanic.com/news/20834638/Most-US-Voters-Oppose-Trumps-National-Bitcoin-Reserve-Plan?mtm_campaign=API-OFA,3/17/2025,9:17:25,84010.03,0.999768317,Neutral,0.736744344
Kentucky Passes Bill Protecting Bitcoin Self-Custody and Mining,Neutral,https://cryptopanic.com/news/20834639/Kentucky-Passes-Bill-Protecting-Bitcoin-Self-Custody-and-Mining?mtm_campaign=API-OFA,3/17/2025,9:20:24,104017,0.998534441,Neutral,0.549336672
Most US Voters Oppose Trump’s National Bitcoin Reserve Plan,Neutral,https://cryptopanic.com/news/20834638/Most-US-Voters-Oppose-Trumps-National-Bitcoin-Reserve-Plan?mtm_campaign=API-OFA,3/17/2025,9:17:25,104017,0.999768317,Neutral,0.736744344
Kentucky Passes Bill Protecting Bitcoin Self-Custody and Mining,Neutral,https://cryptopanic.com/news/20834639/Kentucky-Passes-Bill-Protecting-Bitcoin-Self-Custody-and-Mining?mtm_campaign=API-OFA,3/17/2025,9:20:24,104021,0.998534441,Neutral,0.549336672
Most US Voters Oppose Trump’s National Bitcoin Reserve Plan,Neutral,https://cryptopanic.com/news/20834638/Most-US-Voters-Oppose-Trumps-National-Bitcoin-Reserve-Plan?mtm_campaign=API-OFA,3/17/2025,9:17:25,104021,0.999768317,Neutral,0.736744344
Strategy Announces New Preferred Stock Offering to Fund Bitcoin Purchases,Neutral,https://cryptopanic.com/news/20841104/Strategy-Announces-New-Preferred-Stock-Offering-to-Fund-Bitcoin-Purchases?mtm_campaign=API-OFA,3/18/2025,13:24:22,82715.03,0.997937202,Neutral,0.742562711
Global Crackdown on Bitcoin ATMs Gains Momentum,Positive,https://cryptopanic.com/news/20839601/Global-Crackdown-on-Bitcoin-ATMs-Gains-Momentum?mtm_campaign=API-OFA,3/18/2025,8:16:28,82715.03,1,Bullish,0.61817205
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,82715.03,0.956209064,Bullish,0.679042995
"Trump administration wants to buy as much Bitcoin as possible, Crypto Council’s Bo Hines reveals",Neutral,https://cryptopanic.com/news/20842452/Trump-administration-wants-to-buy-as-much-Bitcoin-as-possible-Crypto-Councils-Bo-Hines-reveals?mtm_campaign=API-OFA,3/18/2025,18:08:04,82715.03,0.999915838,Neutral,0.798117638
"Bitcoin Pepe thrives as risk aversion hurts Bitcoin, Dogecoin",Positive,https://cryptopanic.com/news/20841095/Bitcoin-Pepe-thrives-as-risk-aversion-hurts-Bitcoin-Dogecoin?mtm_campaign=API-OFA,3/18/2025,13:24:52,82715.03,0.900882721,Bullish,0.643452644
Strategy Announces New Preferred Stock Offering to Fund Bitcoin Purchases,Neutral,https://cryptopanic.com/news/20841104/Strategy-Announces-New-Preferred-Stock-Offering-to-Fund-Bitcoin-Purchases?mtm_campaign=API-OFA,3/18/2025,13:24:22,82715.03,0.997937202,Neutral,0.742562711
Global Crackdown on Bitcoin ATMs Gains Momentum,Positive,https://cryptopanic.com/news/20839601/Global-Crackdown-on-Bitcoin-ATMs-Gains-Momentum?mtm_campaign=API-OFA,3/18/2025,8:16:28,82715.03,1,Bullish,0.61817205
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,82715.03,0.956209064,Bullish,0.679042995
Cardano’s ADA lands spot in US Digital Asset Stockpile — Will it generate value?,Neutral,https://cryptopanic.com/news/20843034/Cardanos-ADA-lands-spot-in-US-Digital-Asset-Stockpile-Will-it-generate-value?mtm_campaign=API-OFA,3/18/2025,20:51:15,82715.03,0.947808683,Neutral,0.910494804
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,82715.03,0.956209064,Bullish,0.679042995
83% of institutions plan to up crypto allocations in 2025: Coinbase,Neutral,https://cryptopanic.com/news/20842762/83-of-institutions-plan-to-up-crypto-allocations-in-2025-Coinbase?mtm_campaign=API-OFA,3/18/2025,19:29:31,82715.03,0.999997973,Neutral,0.88228035
Strategy Announces New Preferred Stock Offering to Fund Bitcoin Purchases,Neutral,https://cryptopanic.com/news/20841104/Strategy-Announces-New-Preferred-Stock-Offering-to-Fund-Bitcoin-Purchases?mtm_campaign=API-OFA,3/18/2025,13:24:22,82715.03,0.997937202,Neutral,0.742562711
Global Crackdown on Bitcoin ATMs Gains Momentum,Positive,https://cryptopanic.com/news/20839601/Global-Crackdown-on-Bitcoin-ATMs-Gains-Momentum?mtm_campaign=API-OFA,3/18/2025,8:16:28,82715.03,1,Bullish,0.61817205
83% of institutions plan to up crypto allocations in 2025: Coinbase,Neutral,https://cryptopanic.com/news/20842762/83-of-institutions-plan-to-up-crypto-allocations-in-2025-Coinbase?mtm_campaign=API-OFA,3/18/2025,19:29:31,104017,0.999997973,Neutral,0.88228035
Strategy Announces New Preferred Stock Offering to Fund Bitcoin Purchases,Neutral,https://cryptopanic.com/news/20841104/Strategy-Announces-New-Preferred-Stock-Offering-to-Fund-Bitcoin-Purchases?mtm_campaign=API-OFA,3/18/2025,13:24:22,104017,0.997937202,Neutral,0.742562711
Global Crackdown on Bitcoin ATMs Gains Momentum,Positive,https://cryptopanic.com/news/20839601/Global-Crackdown-on-Bitcoin-ATMs-Gains-Momentum?mtm_campaign=API-OFA,3/18/2025,8:16:28,104017,1,Bullish,0.61817205
83% of institutions plan to up crypto allocations in 2025: Coinbase,Neutral,https://cryptopanic.com/news/20842762/83-of-institutions-plan-to-up-crypto-allocations-in-2025-Coinbase?mtm_campaign=API-OFA,3/18/2025,19:29:31,104021,0.999997973,Neutral,0.88228035
Strategy Announces New Preferred Stock Offering to Fund Bitcoin Purchases,Neutral,https://cryptopanic.com/news/20841104/Strategy-Announces-New-Preferred-Stock-Offering-to-Fund-Bitcoin-Purchases?mtm_campaign=API-OFA,3/18/2025,13:24:22,104021,0.997937202,Neutral,0.742562711
Global Crackdown on Bitcoin ATMs Gains Momentum,Positive,https://cryptopanic.com/news/20839601/Global-Crackdown-on-Bitcoin-ATMs-Gains-Momentum?mtm_campaign=API-OFA,3/18/2025,8:16:28,104021,1,Bullish,0.61817205
XRP Stumbles—But Analysts Still See A Path To $70,Negative,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,3/18/2025,22:30:56,103988,0.956209064,Bullish,0.679042995
"Solana futures ETFs go live tomorrow, bringing spot ETF one step closer",Neutral,https://cryptopanic.com/news/20847689/Solana-futures-ETFs-go-live-tomorrow-bringing-spot-ETF-one-step-closer?mtm_campaign=API-OFA,3/19/2025,17:56:41,86845.94,0.99996841,Neutral,0.795562744
"Solana futures ETFs go live tomorrow, bringing spot ETF one step closer",Neutral,https://cryptopanic.com/news/20847689/Solana-futures-ETFs-go-live-tomorrow-bringing-spot-ETF-one-step-closer?mtm_campaign=API-OFA,3/19/2025,17:56:41,86845.94,0.99996841,Neutral,0.795562744
Michael Saylor says Europe’s Euro is ‘gonna need BTC’,Neutral,https://cryptopanic.com/news/20853810/Michael-Saylor-says-Europes-Euro-is-gonna-need-BTC?mtm_campaign=API-OFA,3/20/2025,21:50:03,84223.39,0.999830365,Neutral,0.677501857
"Staking for ether ETFs gathers steam as BlackRock talks up potential, NYSE files on behalf of Bitwise fund",Neutral,https://cryptopanic.com/news/20853506/Staking-for-ether-ETFs-gathers-steam-as-BlackRock-talks-up-potential-NYSE-files-on-behalf-of-Bitwise-fund?mtm_campaign=API-OFA,3/20/2025,20:04:47,84223.39,0.990901887,Neutral,0.777018964
Michael Saylor says Europe’s Euro is ‘gonna need BTC’,Neutral,https://cryptopanic.com/news/20853810/Michael-Saylor-says-Europes-Euro-is-gonna-need-BTC?mtm_campaign=API-OFA,3/20/2025,21:50:03,84223.39,0.999830365,Neutral,0.677501857
"Staking for ether ETFs gathers steam as BlackRock talks up potential, NYSE files on behalf of Bitwise fund",Neutral,https://cryptopanic.com/news/20853506/Staking-for-ether-ETFs-gathers-steam-as-BlackRock-talks-up-potential-NYSE-files-on-behalf-of-Bitwise-fund?mtm_campaign=API-OFA,3/20/2025,20:04:47,84223.39,0.990901887,Neutral,0.777018964
Bitcoin could thrive in a U.S. recession: BlackRock,Negative,https://cryptopanic.com/news/20850084/Bitcoin-could-thrive-in-a-US-recession-BlackRock?mtm_campaign=API-OFA,3/20/2025,8:27:21,84223.39,0.816954017,Neutral,0.639450014
Michael Saylor says Europe’s Euro is ‘gonna need BTC’,Neutral,https://cryptopanic.com/news/20853810/Michael-Saylor-says-Europes-Euro-is-gonna-need-BTC?mtm_campaign=API-OFA,3/20/2025,21:50:03,84223.39,0.999830365,Neutral,0.677501857
"Staking for ether ETFs gathers steam as BlackRock talks up potential, NYSE files on behalf of Bitwise fund",Neutral,https://cryptopanic.com/news/20853506/Staking-for-ether-ETFs-gathers-steam-as-BlackRock-talks-up-potential-NYSE-files-on-behalf-of-Bitwise-fund?mtm_campaign=API-OFA,3/20/2025,20:04:47,84223.39,0.990901887,Neutral,0.777018964
"Trump Calls for Stablecoin Legislation, Declares U.S. Bitcoin Superpower at Digital Asset Summit",Neutral,https://cryptopanic.com/news/20852317/Trump-Calls-for-Stablecoin-Legislation-Declares-US-Bitcoin-Superpower-at-Digital-Asset-Summit?mtm_campaign=API-OFA,3/20/2025,15:35:15,84223.39,0.999752581,Neutral,0.537845731
Trump says US will be &#039;Bitcoin superpower&#039; as BTC price breaks 4-month downtrend,Neutral,https://cryptopanic.com/news/20852223/Trump-says-US-will-be-039Bitcoin-superpower039-as-BTC-price-breaks-4-month-downtrend?mtm_campaign=API-OFA,3/20/2025,15:15:41,84223.39,0.999848485,Neutral,0.806351423
Bybit CEO says $16 million worth of stolen bitcoin funneled through Wasabi mixer to P2P vendors,Neutral,https://cryptopanic.com/news/20850902/Bybit-CEO-says-16-million-worth-of-stolen-bitcoin-funneled-through-Wasabi-mixer-to-P2P-vendors?mtm_campaign=API-OFA,3/20/2025,10:27:08,84223.39,0.999979615,Neutral,0.881885231
Bitcoin could thrive in a U.S. recession: BlackRock,Negative,https://cryptopanic.com/news/20850084/Bitcoin-could-thrive-in-a-US-recession-BlackRock?mtm_campaign=API-OFA,3/20/2025,8:27:21,84223.39,0.816954017,Neutral,0.639450014
"Trump Calls for Stablecoin Legislation, Declares U.S. Bitcoin Superpower at Digital Asset Summit",Neutral,https://cryptopanic.com/news/20852317/Trump-Calls-for-Stablecoin-Legislation-Declares-US-Bitcoin-Superpower-at-Digital-Asset-Summit?mtm_campaign=API-OFA,3/20/2025,15:35:15,84223.39,0.999752581,Neutral,0.537845731
Trump says US will be &#039;Bitcoin superpower&#039; as BTC price breaks 4-month downtrend,Neutral,https://cryptopanic.com/news/20852223/Trump-says-US-will-be-039Bitcoin-superpower039-as-BTC-price-breaks-4-month-downtrend?mtm_campaign=API-OFA,3/20/2025,15:15:41,84223.39,0.999848485,Neutral,0.806351423
Bybit CEO says $16 million worth of stolen bitcoin funneled through Wasabi mixer to P2P vendors,Neutral,https://cryptopanic.com/news/20850902/Bybit-CEO-says-16-million-worth-of-stolen-bitcoin-funneled-through-Wasabi-mixer-to-P2P-vendors?mtm_campaign=API-OFA,3/20/2025,10:27:08,84223.39,0.999979615,Neutral,0.881885231
"Trump Calls for Stablecoin Legislation, Declares U.S. Bitcoin Superpower at Digital Asset Summit",Neutral,https://cryptopanic.com/news/20852317/Trump-Calls-for-Stablecoin-Legislation-Declares-US-Bitcoin-Superpower-at-Digital-Asset-Summit?mtm_campaign=API-OFA,3/20/2025,15:35:15,103988,0.999752581,Neutral,0.537845731
Trump says US will be &#039;Bitcoin superpower&#039; as BTC price breaks 4-month downtrend,Neutral,https://cryptopanic.com/news/20852223/Trump-says-US-will-be-039Bitcoin-superpower039-as-BTC-price-breaks-4-month-downtrend?mtm_campaign=API-OFA,3/20/2025,15:15:41,103988,0.999848485,Neutral,0.806351423
"Senator Lummis Proposes U.S. Sell Gold to Buy 200,000 Bitcoin Annually for Five Years, Totaling 1 Million Bitcoin",Neutral,https://cryptopanic.com/news/20860568/Senator-Lummis-Proposes-US-Sell-Gold-to-Buy-200000-Bitcoin-Annually-for-Five-Years-Totaling-1-Million-Bitcoin?mtm_campaign=API-OFA,3/22/2025,13:05:15,83840.59,0.99996233,Neutral,0.562303126
"Senator Lummis Proposes U.S. Sell Gold to Buy 200,000 Bitcoin Annually for Five Years, Totaling 1 Million Bitcoin",Neutral,https://cryptopanic.com/news/20860568/Senator-Lummis-Proposes-US-Sell-Gold-to-Buy-200000-Bitcoin-Annually-for-Five-Years-Totaling-1-Million-Bitcoin?mtm_campaign=API-OFA,3/22/2025,13:05:15,83840.59,0.99996233,Neutral,0.562303126
"Senator Lummis Proposes U.S. Sell Gold to Buy 200,000 Bitcoin Annually for Five Years, Totaling 1 Million Bitcoin",Neutral,https://cryptopanic.com/news/20860568/Senator-Lummis-Proposes-US-Sell-Gold-to-Buy-200000-Bitcoin-Annually-for-Five-Years-Totaling-1-Million-Bitcoin?mtm_campaign=API-OFA,3/22/2025,13:05:15,83840.59,0.99996233,Neutral,0.562303126
Michael Saylor hints at new Bitcoin purchase after $711M capital raise,Neutral,https://cryptopanic.com/news/20863577/Michael-Saylor-hints-at-new-Bitcoin-purchase-after-711M-capital-raise?mtm_campaign=API-OFA,3/23/2025,20:05:18,86082.5,0.999835491,Neutral,0.830280364
"IMF Adds Bitcoin to Reserves, Tracks It as Digital Gold and Capital Asset",Neutral,https://cryptopanic.com/news/20863359/IMF-Adds-Bitcoin-to-Reserves-Tracks-It-as-Digital-Gold-and-Capital-Asset?mtm_campaign=API-OFA,3/23/2025,17:35:15,86082.5,0.999997139,Bullish,0.64750737
Michael Saylor hints at new Bitcoin purchase after $711M capital raise,Neutral,https://cryptopanic.com/news/20863577/Michael-Saylor-hints-at-new-Bitcoin-purchase-after-711M-capital-raise?mtm_campaign=API-OFA,3/23/2025,20:05:18,86082.5,0.999835491,Neutral,0.830280364
