post,sentiment,url,published_date,published_time,price_eth,confidence,sentiment_label,sentiment_score
"Grayscale files S-3 to turn Bitcoin, Ether, XRP, and ADA large cap fund into a spot ETF",Neutral,https://cryptopanic.com/news/20904739/Grayscale-files-S-3-to-turn-Bitcoin-Ether-XRP-and-ADA-large-cap-fund-into-a-spot-ETF?mtm_campaign=API-OFA,4/1/2025,14:56:04,1904.98,0.999996424,Neutral,0.801192641
"Ethereum prints 4 consecutive red monthly candles, but data points to an ETH/BTC bottom",Neutral,https://cryptopanic.com/news/20905882/Ethereum-prints-4-consecutive-red-monthly-candles-but-data-points-to-an-ETHBTC-bottom?mtm_campaign=API-OFA,4/1/2025,19:23:16,1904.98,0.999998808,Neutral,0.811707318
Data Proves Ethereum Is Still the #1 Altcoin to Own,Neutral,https://cryptopanic.com/news/20905475/Data-Proves-Ethereum-Is-Still-the-1-Altcoin-to-Own?mtm_campaign=API-OFA,4/1/2025,17:28:12,1904.98,0.990660489,Bullish,0.618121922
"Ethereum price may have bottomed, but pro traders show little interest in buying ETH",Negative,https://cryptopanic.com/news/20912712/Ethereum-price-may-have-bottomed-but-pro-traders-show-little-interest-in-buying-ETH?mtm_campaign=API-OFA,4/2/2025,21:15:00,1795.22,0.945326149,Neutral,0.977669179
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,4/2/2025,15:27:44,1795.22,0.993916929,Bearish,0.841382742
"Ethereum price may have bottomed, but pro traders show little interest in buying ETH",Negative,https://cryptopanic.com/news/20912712/Ethereum-price-may-have-bottomed-but-pro-traders-show-little-interest-in-buying-ETH?mtm_campaign=API-OFA,4/2/2025,21:15:00,1795.22,0.945326149,Neutral,0.977669179
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,4/2/2025,18:41:22,1795.22,0.99981302,Bearish,0.348044127
Ethereum Whale Activity Plummets as Large Transactions Drop 63.8% Since Late February,Negative,https://cryptopanic.com/news/20911830/Ethereum-Whale-Activity-Plummets-as-Large-Transactions-Drop-638-Since-Late-February?mtm_campaign=API-OFA,4/2/2025,17:23:07,1795.22,0.999702156,Neutral,0.574446142
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,4/2/2025,15:27:44,1795.22,0.993916929,Bearish,0.841382742
Ethereum Technicals Not Looking Good: Will ETH Crash Further?,Negative,https://cryptopanic.com/news/20910140/Ethereum-Technicals-Not-Looking-Good-Will-ETH-Crash-Further?mtm_campaign=API-OFA,4/2/2025,12:15:45,1795.22,0.791191936,Neutral,0.475078046
"Ethereum price may have bottomed, but pro traders show little interest in buying ETH",Negative,https://cryptopanic.com/news/20912712/Ethereum-price-may-have-bottomed-but-pro-traders-show-little-interest-in-buying-ETH?mtm_campaign=API-OFA,4/2/2025,21:15:00,1795.22,0.945326149,Neutral,0.977669179
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,4/2/2025,18:41:22,1795.22,0.99981302,Bearish,0.348044127
Ethereum Whale Activity Plummets as Large Transactions Drop 63.8% Since Late February,Negative,https://cryptopanic.com/news/20911830/Ethereum-Whale-Activity-Plummets-as-Large-Transactions-Drop-638-Since-Late-February?mtm_campaign=API-OFA,4/2/2025,17:23:07,1795.22,0.999702156,Neutral,0.574446142
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,4/2/2025,15:27:44,1795.22,0.993916929,Bearish,0.841382742
Ethereum (ETH) Price Prediction for April 2,Neutral,https://cryptopanic.com/news/20910771/Ethereum-ETH-Price-Prediction-for-April-2?mtm_campaign=API-OFA,4/2/2025,14:20:00,1795.22,0.999996901,Neutral,0.641167164
Ethereum Technicals Not Looking Good: Will ETH Crash Further?,Negative,https://cryptopanic.com/news/20910140/Ethereum-Technicals-Not-Looking-Good-Will-ETH-Crash-Further?mtm_campaign=API-OFA,4/2/2025,12:15:45,1795.22,0.791191936,Neutral,0.475078046
"Ethereum price may have bottomed, but pro traders show little interest in buying ETH",Negative,https://cryptopanic.com/news/20912712/Ethereum-price-may-have-bottomed-but-pro-traders-show-little-interest-in-buying-ETH?mtm_campaign=API-OFA,4/2/2025,21:15:00,1795.22,0.945326149,Neutral,0.977669179
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,Neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,4/2/2025,18:41:22,1795.22,0.99981302,Bearish,0.348044127
Ethereum Whale Activity Plummets as Large Transactions Drop 63.8% Since Late February,Negative,https://cryptopanic.com/news/20911830/Ethereum-Whale-Activity-Plummets-as-Large-Transactions-Drop-638-Since-Late-February?mtm_campaign=API-OFA,4/2/2025,17:23:07,1795.22,0.999702156,Neutral,0.574446142
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,4/2/2025,15:27:44,1795.22,0.993916929,Bearish,0.841382742
Ethereum Technicals Not Looking Good: Will ETH Crash Further?,Negative,https://cryptopanic.com/news/20910140/Ethereum-Technicals-Not-Looking-Good-Will-ETH-Crash-Further?mtm_campaign=API-OFA,4/2/2025,12:15:45,1795.22,0.791191936,Neutral,0.475078046
"Ethereum price may have bottomed, but pro traders show little interest in buying ETH",Negative,https://cryptopanic.com/news/20912712/Ethereum-price-may-have-bottomed-but-pro-traders-show-little-interest-in-buying-ETH?mtm_campaign=API-OFA,4/2/2025,21:15:00,2603.84,0.945326149,Neutral,0.977669179
"Ethereum whales accumulate 130,000 ETH amid price drop",Neutral,https://cryptopanic.com/news/20917718/Ethereum-whales-accumulate-130000-ETH-amid-price-drop?mtm_campaign=API-OFA,4/3/2025,18:30:54,1817.23,0.909793675,Neutral,0.850328922
Ethereum's Pectra Upgrade Set for May Following Technical Hurdles,Negative,https://cryptopanic.com/news/20917629/Ethereums-Pectra-Upgrade-Set-for-May-Following-Technical-Hurdles?mtm_campaign=API-OFA,4/3/2025,18:11:40,1817.23,0.999788344,Bullish,0.505013227
"Ethereum whales accumulate 130,000 ETH amid price drop",Neutral,https://cryptopanic.com/news/20917718/Ethereum-whales-accumulate-130000-ETH-amid-price-drop?mtm_campaign=API-OFA,4/3/2025,18:30:54,1817.23,0.909793675,Neutral,0.850328922
Ethereum's Pectra Upgrade Set for May Following Technical Hurdles,Negative,https://cryptopanic.com/news/20917629/Ethereums-Pectra-Upgrade-Set-for-May-Following-Technical-Hurdles?mtm_campaign=API-OFA,4/3/2025,18:11:40,1817.23,0.999788344,Bullish,0.505013227
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,4/3/2025,18:00:40,1817.23,0.979820728,Bearish,0.423091829
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,4/3/2025,14:50:56,1817.23,0.999953628,Neutral,0.993334174
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,4/3/2025,11:45:40,1817.23,0.997383416,Bearish,0.698894739
"Ethereum whales accumulate 130,000 ETH amid price drop",Neutral,https://cryptopanic.com/news/20917718/Ethereum-whales-accumulate-130000-ETH-amid-price-drop?mtm_campaign=API-OFA,4/3/2025,18:30:54,1817.23,0.909793675,Neutral,0.850328922
Alleged Tech Spy Says He Was Paid in Ethereum to Snoop for Rival Firm,Neutral,https://cryptopanic.com/news/20917852/Alleged-Tech-Spy-Says-He-Was-Paid-in-Ethereum-to-Snoop-for-Rival-Firm?mtm_campaign=API-OFA,4/3/2025,19:04:33,1817.23,0.999970317,Bullish,0.56002748
"Ethereum whales accumulate 130,000 ETH amid price drop",Neutral,https://cryptopanic.com/news/20917718/Ethereum-whales-accumulate-130000-ETH-amid-price-drop?mtm_campaign=API-OFA,4/3/2025,18:30:54,1817.23,0.909793675,Neutral,0.850328922
Ethereum's Pectra Upgrade Set for May Following Technical Hurdles,Negative,https://cryptopanic.com/news/20917629/Ethereums-Pectra-Upgrade-Set-for-May-Following-Technical-Hurdles?mtm_campaign=API-OFA,4/3/2025,18:11:40,1817.23,0.999788344,Bullish,0.505013227
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,4/3/2025,18:00:40,1817.23,0.979820728,Bearish,0.423091829
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,4/3/2025,14:50:56,1817.23,0.999953628,Neutral,0.993334174
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,4/3/2025,11:45:40,1817.23,0.997383416,Bearish,0.698894739
Alleged Tech Spy Says He Was Paid in Ethereum to Snoop for Rival Firm,Neutral,https://cryptopanic.com/news/20917852/Alleged-Tech-Spy-Says-He-Was-Paid-in-Ethereum-to-Snoop-for-Rival-Firm?mtm_campaign=API-OFA,4/3/2025,19:04:33,1817.23,0.999970317,Bullish,0.56002748
"Ethereum whales accumulate 130,000 ETH amid price drop",Neutral,https://cryptopanic.com/news/20917718/Ethereum-whales-accumulate-130000-ETH-amid-price-drop?mtm_campaign=API-OFA,4/3/2025,18:30:54,1817.23,0.909793675,Neutral,0.850328922
Ethereum's Pectra Upgrade Set for May Following Technical Hurdles,Negative,https://cryptopanic.com/news/20917629/Ethereums-Pectra-Upgrade-Set-for-May-Following-Technical-Hurdles?mtm_campaign=API-OFA,4/3/2025,18:11:40,1817.23,0.999788344,Bullish,0.505013227
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,4/3/2025,18:00:40,1817.23,0.979820728,Bearish,0.423091829
ETH down 39% since Eric Trump tweet,Negative,https://cryptopanic.com/news/20917283/ETH-down-39-since-Eric-Trump-tweet?mtm_campaign=API-OFA,4/3/2025,16:58:15,1817.23,0.994921029,Bearish,0.500344396
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,4/3/2025,14:50:56,1817.23,0.999953628,Neutral,0.993334174
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,4/3/2025,11:45:40,1817.23,0.997383416,Bearish,0.698894739
Analyst Warns of Massive Ethereum Drop Against Bitcoin,Negative,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,4/3/2025,18:00:40,2603.84,0.979820728,Bearish,0.423091829
Ethereum faces a storm: Could the crypto giant plummet by 91%?,Negative,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,4/3/2025,14:50:56,2603.84,0.999953628,Neutral,0.993334174
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,Neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,4/3/2025,11:45:40,2603.84,0.997383416,Bearish,0.698894739
"Ethereum whales accumulate 130,000 ETH amid price drop",Neutral,https://cryptopanic.com/news/20917718/Ethereum-whales-accumulate-130000-ETH-amid-price-drop?mtm_campaign=API-OFA,4/3/2025,18:30:54,2603.84,0.909793675,Neutral,0.850328922
‘Ethereum Has Long-Term Potential’: Why Experts Believe in ETH Price Recovery,Positive,https://cryptopanic.com/news/20925970/Ethereum-Has-Long-Term-Potential-Why-Experts-Believe-in-ETH-Price-Recovery?mtm_campaign=API-OFA,4/4/2025,13:56:53,1816.87,0.999826968,Neutral,0.619752347
Ethereum developers aim for May 7 mainnet deployment of Pectra upgrade,Neutral,https://cryptopanic.com/news/20921035/Ethereum-developers-aim-for-May-7-mainnet-deployment-of-Pectra-upgrade?mtm_campaign=API-OFA,4/4/2025,5:04:42,1816.87,0.999982953,Neutral,0.940860927
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,1816.87,0.999979019,Neutral,0.794696808
‘Ethereum Has Long-Term Potential’: Why Experts Believe in ETH Price Recovery,Positive,https://cryptopanic.com/news/20925970/Ethereum-Has-Long-Term-Potential-Why-Experts-Believe-in-ETH-Price-Recovery?mtm_campaign=API-OFA,4/4/2025,13:56:53,1816.87,0.999826968,Neutral,0.619752347
Ethereum developers aim for May 7 mainnet deployment of Pectra upgrade,Neutral,https://cryptopanic.com/news/20921035/Ethereum-developers-aim-for-May-7-mainnet-deployment-of-Pectra-upgrade?mtm_campaign=API-OFA,4/4/2025,5:04:42,1816.87,0.999982953,Neutral,0.940860927
‘Ethereum Has Long-Term Potential’: Why Experts Believe in ETH Price Recovery,Positive,https://cryptopanic.com/news/20925970/Ethereum-Has-Long-Term-Potential-Why-Experts-Believe-in-ETH-Price-Recovery?mtm_campaign=API-OFA,4/4/2025,13:56:53,1816.87,0.999826968,Neutral,0.619752347
Ethereum developers aim for May 7 mainnet deployment of Pectra upgrade,Neutral,https://cryptopanic.com/news/20921035/Ethereum-developers-aim-for-May-7-mainnet-deployment-of-Pectra-upgrade?mtm_campaign=API-OFA,4/4/2025,5:04:42,1816.87,0.999982953,Neutral,0.940860927
"Ethereum dips below $1,760 as network activity plummets and bearish signals mount",Negative,https://cryptopanic.com/news/20927090/Ethereum-dips-below-1760-as-network-activity-plummets-and-bearish-signals-mount?mtm_campaign=API-OFA,4/4/2025,15:17:43,1816.87,0.999970317,Neutral,0.743829906
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,1816.87,0.999979019,Neutral,0.794696808
Ethereum Fees Crash 59%: What's Behind It?,Neutral,https://cryptopanic.com/news/20926618/Ethereum-Fees-Crash-59-Whats-Behind-It?mtm_campaign=API-OFA,4/4/2025,14:49:00,1816.87,0.968496561,Neutral,0.66960448
‘Ethereum Has Long-Term Potential’: Why Experts Believe in ETH Price Recovery,Positive,https://cryptopanic.com/news/20925970/Ethereum-Has-Long-Term-Potential-Why-Experts-Believe-in-ETH-Price-Recovery?mtm_campaign=API-OFA,4/4/2025,13:56:53,1816.87,0.999826968,Neutral,0.619752347
Ethereum (ETH) Is a ‘Gift’ at These Prices: Popular Trader Increases Exposure,Positive,https://cryptopanic.com/news/20925796/Ethereum-ETH-Is-a-Gift-at-These-Prices-Popular-Trader-Increases-Exposure?mtm_campaign=API-OFA,4/4/2025,13:27:54,1816.87,0.626356423,Neutral,0.741662323
Ethereum developers aim for May 7 mainnet deployment of Pectra upgrade,Neutral,https://cryptopanic.com/news/20921035/Ethereum-developers-aim-for-May-7-mainnet-deployment-of-Pectra-upgrade?mtm_campaign=API-OFA,4/4/2025,5:04:42,1816.87,0.999982953,Neutral,0.940860927
"Here’s Why Ethereum (ETH) Continues to Bleed, According to CryptoQuant",Negative,https://cryptopanic.com/news/20920666/Heres-Why-Ethereum-ETH-Continues-to-Bleed-According-to-CryptoQuant?mtm_campaign=API-OFA,4/4/2025,3:44:07,1816.87,0.599390745,Neutral,0.635130763
"Ethereum dips below $1,760 as network activity plummets and bearish signals mount",Negative,https://cryptopanic.com/news/20927090/Ethereum-dips-below-1760-as-network-activity-plummets-and-bearish-signals-mount?mtm_campaign=API-OFA,4/4/2025,15:17:43,1816.87,0.999970317,Neutral,0.743829906
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,1816.87,0.999979019,Neutral,0.794696808
‘Ethereum Has Long-Term Potential’: Why Experts Believe in ETH Price Recovery,Positive,https://cryptopanic.com/news/20925970/Ethereum-Has-Long-Term-Potential-Why-Experts-Believe-in-ETH-Price-Recovery?mtm_campaign=API-OFA,4/4/2025,13:56:53,1816.87,0.999826968,Neutral,0.619752347
Ethereum developers aim for May 7 mainnet deployment of Pectra upgrade,Neutral,https://cryptopanic.com/news/20921035/Ethereum-developers-aim-for-May-7-mainnet-deployment-of-Pectra-upgrade?mtm_campaign=API-OFA,4/4/2025,5:04:42,1816.87,0.999982953,Neutral,0.940860927
"Here’s Why Ethereum (ETH) Continues to Bleed, According to CryptoQuant",Negative,https://cryptopanic.com/news/20920666/Heres-Why-Ethereum-ETH-Continues-to-Bleed-According-to-CryptoQuant?mtm_campaign=API-OFA,4/4/2025,3:44:07,1816.87,0.599390745,Neutral,0.635130763
"Ethereum dips below $1,760 as network activity plummets and bearish signals mount",Negative,https://cryptopanic.com/news/20927090/Ethereum-dips-below-1760-as-network-activity-plummets-and-bearish-signals-mount?mtm_campaign=API-OFA,4/4/2025,15:17:43,2603.84,0.999970317,Neutral,0.743829906
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,Neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,2603.84,0.999979019,Neutral,0.794696808
"Here’s Why Ethereum (ETH) Continues to Bleed, According to CryptoQuant",Negative,https://cryptopanic.com/news/20920666/Heres-Why-Ethereum-ETH-Continues-to-Bleed-According-to-CryptoQuant?mtm_campaign=API-OFA,4/4/2025,3:44:07,2603.84,0.599390745,Neutral,0.635130763
‘Ethereum Has Long-Term Potential’: Why Experts Believe in ETH Price Recovery,Positive,https://cryptopanic.com/news/20925970/Ethereum-Has-Long-Term-Potential-Why-Experts-Believe-in-ETH-Price-Recovery?mtm_campaign=API-OFA,4/4/2025,13:56:53,2603.84,0.999826968,Neutral,0.619752347
Ethereum developers aim for May 7 mainnet deployment of Pectra upgrade,Neutral,https://cryptopanic.com/news/20921035/Ethereum-developers-aim-for-May-7-mainnet-deployment-of-Pectra-upgrade?mtm_campaign=API-OFA,4/4/2025,5:04:42,2603.84,0.999982953,Neutral,0.940860927
Simulation Game ‘Infected’ Leaves Base for Solana Over Transaction Bottlenecks,Negative,https://cryptopanic.com/news/20936518/Simulation-Game-Infected-Leaves-Base-for-Solana-Over-Transaction-Bottlenecks?mtm_campaign=API-OFA,4/6/2025,3:27:38,1580.76,0.99996984,Neutral,0.775121748
Breaking: Crypto Market Getting Annihilated as Ethereum Collapses by 10%,Negative,https://cryptopanic.com/news/20940044/Breaking-Crypto-Market-Getting-Annihilated-as-Ethereum-Collapses-by-10?mtm_campaign=API-OFA,4/6/2025,19:00:44,1580.76,0.999992251,Neutral,0.613837242
Simulation Game ‘Infected’ Leaves Base for Solana Over Transaction Bottlenecks,Negative,https://cryptopanic.com/news/20936518/Simulation-Game-Infected-Leaves-Base-for-Solana-Over-Transaction-Bottlenecks?mtm_campaign=API-OFA,4/6/2025,3:27:38,1580.76,0.99996984,Neutral,0.775121748
Breaking: Crypto Market Getting Annihilated as Ethereum Collapses by 10%,Negative,https://cryptopanic.com/news/20940044/Breaking-Crypto-Market-Getting-Annihilated-as-Ethereum-Collapses-by-10?mtm_campaign=API-OFA,4/6/2025,19:00:44,1580.76,0.999992251,Neutral,0.613837242
Simulation Game ‘Infected’ Leaves Base for Solana Over Transaction Bottlenecks,Negative,https://cryptopanic.com/news/20936518/Simulation-Game-Infected-Leaves-Base-for-Solana-Over-Transaction-Bottlenecks?mtm_campaign=API-OFA,4/6/2025,3:27:38,1580.76,0.99996984,Neutral,0.775121748
Simulation Game ‘Infected’ Leaves Base for Solana Over Transaction Bottlenecks,Negative,https://cryptopanic.com/news/20936518/Simulation-Game-Infected-Leaves-Base-for-Solana-Over-Transaction-Bottlenecks?mtm_campaign=API-OFA,4/6/2025,3:27:38,2603.84,0.99996984,Neutral,0.775121748
ETH Drops to 2-Year Lows Amid Crypto Selloff,Negative,https://cryptopanic.com/news/20954761/ETH-Drops-to-2-Year-Lows-Amid-Crypto-Selloff?mtm_campaign=API-OFA,4/7/2025,18:57:00,1553.04,0.988085866,Neutral,0.962157547
Ethereum Whales Scoop Up $60M as ETH Price Tumbles to 2023 Lows,Neutral,https://cryptopanic.com/news/20952800/Ethereum-Whales-Scoop-Up-60M-as-ETH-Price-Tumbles-to-2023-Lows?mtm_campaign=API-OFA,4/7/2025,17:49:30,1553.04,0.94287312,Neutral,0.610595942
ETH Drops to 2-Year Lows Amid Crypto Selloff,Negative,https://cryptopanic.com/news/20954761/ETH-Drops-to-2-Year-Lows-Amid-Crypto-Selloff?mtm_campaign=API-OFA,4/7/2025,18:57:00,1553.04,0.988085866,Neutral,0.962157547
Ethereum Whales Scoop Up $60M as ETH Price Tumbles to 2023 Lows,Neutral,https://cryptopanic.com/news/20952800/Ethereum-Whales-Scoop-Up-60M-as-ETH-Price-Tumbles-to-2023-Lows?mtm_campaign=API-OFA,4/7/2025,17:49:30,1553.04,0.94287312,Neutral,0.610595942
ETH Drops to 2-Year Lows Amid Crypto Selloff,Negative,https://cryptopanic.com/news/20954761/ETH-Drops-to-2-Year-Lows-Amid-Crypto-Selloff?mtm_campaign=API-OFA,4/7/2025,18:57:00,1553.04,0.988085866,Neutral,0.962157547
Ethereum Whales Scoop Up $60M as ETH Price Tumbles to 2023 Lows,Neutral,https://cryptopanic.com/news/20952800/Ethereum-Whales-Scoop-Up-60M-as-ETH-Price-Tumbles-to-2023-Lows?mtm_campaign=API-OFA,4/7/2025,17:49:30,1553.04,0.94287312,Neutral,0.610595942
ETH Drops to 2-Year Lows Amid Crypto Selloff,Negative,https://cryptopanic.com/news/20954761/ETH-Drops-to-2-Year-Lows-Amid-Crypto-Selloff?mtm_campaign=API-OFA,4/7/2025,18:57:00,1553.04,0.988085866,Neutral,0.962157547
ETH Drops to 2-Year Lows Amid Crypto Selloff,Negative,https://cryptopanic.com/news/20954761/ETH-Drops-to-2-Year-Lows-Amid-Crypto-Selloff?mtm_campaign=API-OFA,4/7/2025,18:57:00,2603.84,0.988085866,Neutral,0.962157547
ETH/BTC Somehow Keeps Plunging Even Lower,Positive,https://cryptopanic.com/news/20974969/ETHBTC-Somehow-Keeps-Plunging-Even-Lower?mtm_campaign=API-OFA,4/8/2025,20:48:08,1473.41,0.831465423,Neutral,0.530760765
MegaETH: Supercharging Ethereum for the Real-Time Internet Era,Neutral,https://cryptopanic.com/news/20957348/MegaETH-Supercharging-Ethereum-for-the-Real-Time-Internet-Era?mtm_campaign=API-OFA,4/8/2025,8:25:25,1473.41,0.999976158,Bullish,0.641646802
XRP Will Overtake Ethereum By 2028: Standard Chartered,Neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,4/8/2025,12:26:16,1473.41,0.999987841,Bullish,0.524979353
MegaETH: Supercharging Ethereum for the Real-Time Internet Era,Neutral,https://cryptopanic.com/news/20957348/MegaETH-Supercharging-Ethereum-for-the-Real-Time-Internet-Era?mtm_campaign=API-OFA,4/8/2025,8:25:25,1473.41,0.999976158,Bullish,0.641646802
MegaETH: Supercharging Ethereum for the Real-Time Internet Era,Neutral,https://cryptopanic.com/news/20957348/MegaETH-Supercharging-Ethereum-for-the-Real-Time-Internet-Era?mtm_campaign=API-OFA,4/8/2025,8:25:25,1473.41,0.999976158,Bullish,0.641646802
ETH/BTC Somehow Keeps Plunging Even Lower,Positive,https://cryptopanic.com/news/20974969/ETHBTC-Somehow-Keeps-Plunging-Even-Lower?mtm_campaign=API-OFA,4/8/2025,20:48:08,1473.41,0.831465423,Neutral,0.530760765
XRP Will Overtake Ethereum By 2028: Standard Chartered,Neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,4/8/2025,12:26:16,1473.41,0.999987841,Bullish,0.524979353
MegaETH: Supercharging Ethereum for the Real-Time Internet Era,Neutral,https://cryptopanic.com/news/20957348/MegaETH-Supercharging-Ethereum-for-the-Real-Time-Internet-Era?mtm_campaign=API-OFA,4/8/2025,8:25:25,1473.41,0.999976158,Bullish,0.641646802
ETH/BTC Somehow Keeps Plunging Even Lower,Positive,https://cryptopanic.com/news/20974969/ETHBTC-Somehow-Keeps-Plunging-Even-Lower?mtm_campaign=API-OFA,4/8/2025,20:48:08,1473.41,0.831465423,Neutral,0.530760765
XRP Will Overtake Ethereum By 2028: Standard Chartered,Neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,4/8/2025,12:26:16,1473.41,0.999987841,Bullish,0.524979353
ETH/BTC Somehow Keeps Plunging Even Lower,Positive,https://cryptopanic.com/news/20974969/ETHBTC-Somehow-Keeps-Plunging-Even-Lower?mtm_campaign=API-OFA,4/8/2025,20:48:08,2603.84,0.831465423,Neutral,0.530760765
XRP Will Overtake Ethereum By 2028: Standard Chartered,Neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,4/8/2025,12:26:16,2603.84,0.999987841,Bullish,0.524979353
MegaETH: Supercharging Ethereum for the Real-Time Internet Era,Neutral,https://cryptopanic.com/news/20957348/MegaETH-Supercharging-Ethereum-for-the-Real-Time-Internet-Era?mtm_campaign=API-OFA,4/8/2025,8:25:25,2603.84,0.999976158,Bullish,0.641646802
SEC Approves Options Trading on Spot $ETH ETFs,Neutral,https://cryptopanic.com/news/21001801/SEC-Approves-Options-Trading-on-Spot-ETH-ETFs?mtm_campaign=API-OFA,4/9/2025,20:30:40,1669.51,0.999952078,Neutral,0.443138987
