post,sentiment,url,published_date,published_time,price_eth
"Here’s Why Ethereum (ETH) Continues to Bleed, According to CryptoQuant",neutral,https://cryptopanic.com/news/20920666/Heres-Why-Ethereum-ETH-Continues-to-Bleed-According-to-CryptoQuant?mtm_campaign=API-OFA,4/4/2025,3:44:07,1816.87
Alleged Tech Spy Says He Was Paid in Ethereum to Snoop for Rival Firm,negative,https://cryptopanic.com/news/20917852/Alleged-Tech-Spy-Says-He-Was-Paid-in-Ethereum-to-Snoop-for-Rival-Firm?mtm_campaign=API-OFA,3/4/2025,19:04:33,1817.23
"Ethereum whales accumulate 130,000 ETH amid price drop",neutral,https://cryptopanic.com/news/20917718/Ethereum-whales-accumulate-130000-ETH-amid-price-drop?mtm_campaign=API-OFA,3/4/2025,18:30:54,1817.23
Ethereum's Pectra Upgrade Set for May Following Technical Hurdles,neutral,https://cryptopanic.com/news/20917629/Ethereums-Pectra-Upgrade-Set-for-May-Following-Technical-Hurdles?mtm_campaign=API-OFA,3/4/2025,18:11:40,1817.23
Analyst Warns of Massive Ethereum Drop Against Bitcoin,neutral,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,3/4/2025,18:00:40,1817.23
Ethereum faces a storm: Could the crypto giant plummet by 91%?,neutral,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,3/4/2025,14:50:56,1817.23
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,3/4/2025,11:45:40,1817.23
"Ethereum price may have bottomed, but pro traders show little interest in buying ETH",negative,https://cryptopanic.com/news/20912712/Ethereum-price-may-have-bottomed-but-pro-traders-show-little-interest-in-buying-ETH?mtm_campaign=API-OFA,2/4/2025,21:15:00,1795.22
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,2/4/2025,18:41:22,1795.22
Ethereum Whale Activity Plummets as Large Transactions Drop 63.8% Since Late February,neutral,https://cryptopanic.com/news/20911830/Ethereum-Whale-Activity-Plummets-as-Large-Transactions-Drop-638-Since-Late-February?mtm_campaign=API-OFA,2/4/2025,17:23:07,1795.22
Analyst Benjamin Cowen warns Ethereum could drop another 50%,neutral,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,1795.22
Ethereum (ETH) Price Prediction for April 2,neutral,https://cryptopanic.com/news/20910771/Ethereum-ETH-Price-Prediction-for-April-2?mtm_campaign=API-OFA,2/4/2025,14:20:00,1795.22
Ethereum Technicals Not Looking Good: Will ETH Crash Further?,positive,https://cryptopanic.com/news/20910140/Ethereum-Technicals-Not-Looking-Good-Will-ETH-Crash-Further?mtm_campaign=API-OFA,2/4/2025,12:15:45,1795.22
"Ethereum Surpasses Solana to Lead DEX Volume with $63 Billion in March 2025, Despite 8% Market Share and 18% Price Drop",neutral,https://cryptopanic.com/news/20906123/Ethereum-Surpasses-Solana-to-Lead-DEX-Volume-with-63-Billion-in-March-2025-Despite-8-Market-Share-and-18-Price-Drop?mtm_campaign=API-OFA,1/4/2025,20:35:07,1904.98
"Ethereum prints 4 consecutive red monthly candles, but data points to an ETH/BTC bottom",neutral,https://cryptopanic.com/news/20905882/Ethereum-prints-4-consecutive-red-monthly-candles-but-data-points-to-an-ETHBTC-bottom?mtm_campaign=API-OFA,1/4/2025,19:23:16,1904.98
Data Proves Ethereum Is Still the #1 Altcoin to Own,positive,https://cryptopanic.com/news/20905475/Data-Proves-Ethereum-Is-Still-the-1-Altcoin-to-Own?mtm_campaign=API-OFA,1/4/2025,17:28:12,1904.98
"Grayscale files S-3 to turn Bitcoin, Ether, XRP, and ADA large cap fund into a spot ETF",positive,https://cryptopanic.com/news/20904739/Grayscale-files-S-3-to-turn-Bitcoin-Ether-XRP-and-ADA-large-cap-fund-into-a-spot-ETF?mtm_campaign=API-OFA,1/4/2025,14:56:04,1904.98
Ethereum-Bitcoin Ratio Drops To Five-Year Low,neutral,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,31/03/2025,15:04:17,1822.43
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,31/03/2025,10:35:49,1822.43
Vitalik Buterin introduces multi-proof security model amid Ethereum volatility,neutral,https://cryptopanic.com/news/20896708/Vitalik-Buterin-introduces-multi-proof-security-model-amid-Ethereum-volatility?mtm_campaign=API-OFA,31/03/2025,2:40:43,1822.43
Is ETH Dead as an Investment? Analysts Weigh In,negative,https://cryptopanic.com/news/20894586/Is-ETH-Dead-as-an-Investment-Analysts-Weigh-In?mtm_campaign=API-OFA,30/03/2025,6:14:12,1807.74
Ethereum whales face liquidation risk as ETH prices fluctuate,neutral,https://cryptopanic.com/news/20893295/Ethereum-whales-face-liquidation-risk-as-ETH-prices-fluctuate?mtm_campaign=API-OFA,29/03/2025,16:19:51,1828.08
"Ethereum Upgrades Could Boost Scalability, Payments Role: Binance",neutral,https://cryptopanic.com/news/21177574/Ethereum-Upgrades-Could-Boost-Scalability-Payments-Role-Binance?mtm_campaign=API-OFA,19/04/2025,19:44:08,1613.27
Ethereum’s Next Big Move: 3 Bullish Signals That Could Skyrocket ETH,positive,https://cryptopanic.com/news/21173642/Ethereums-Next-Big-Move-3-Bullish-Signals-That-Could-Skyrocket-ETH?mtm_campaign=API-OFA,19/04/2025,11:34:15,1613.27
Massive Ethereum (ETH) Price Crash to $800 Predicted by Legendary Trader Brandt,positive,https://cryptopanic.com/news/21171082/Massive-Ethereum-ETH-Price-Crash-to-800-Predicted-by-Legendary-Trader-Brandt?mtm_campaign=API-OFA,19/04/2025,8:16:00,1613.27
Ethereum (ETH) ETFs Show Zero Performance,neutral,https://cryptopanic.com/news/21150506/Ethereum-ETH-ETFs-Show-Zero-Performance?mtm_campaign=API-OFA,18/04/2025,8:56:00,1588.6
"Secret Service, Canadian Officials Disrupt $4.3M Ethereum “Approval Phishing” Scam",negative,https://cryptopanic.com/news/21126365/Secret-Service-Canadian-Officials-Disrupt-43M-Ethereum-Approval-Phishing-Scam?mtm_campaign=API-OFA,17/04/2025,11:22:57,1583.62
Trump Ethereum DeFi Project Gets Another Big Investment,neutral,https://cryptopanic.com/news/21114081/Trump-Ethereum-DeFi-Project-Gets-Another-Big-Investment?mtm_campaign=API-OFA,16/04/2025,19:18:00,1577.14
Ethereum Is What Bitcoin Was Meant to Be,neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,16/04/2025,15:44:47,1577.14
Canada to approve SOL ETFs with staking functions as SEC postpones staking function for Grayscale spot ETH ETF,neutral,https://cryptopanic.com/news/21076936/Canada-to-approve-SOL-ETFs-with-staking-functions-as-SEC-postpones-staking-function-for-Grayscale-spot-ETH-ETF?mtm_campaign=API-OFA,14/04/2025,19:42:01,1623.77
"'Ethereum Is Worthless Junk,' Says Legendary Trader Peter Brandt",neutral,https://cryptopanic.com/news/21074650/Ethereum-Is-Worthless-Junk-Says-Legendary-Trader-Peter-Brandt?mtm_campaign=API-OFA,14/04/2025,16:24:00,1623.77
Vitalik Buterin Says “Good Social Philosophy” is Needed for the Upper Layers of Ethereum,positive,https://cryptopanic.com/news/21072124/Vitalik-Buterin-Says-Good-Social-Philosophy-is-Needed-for-the-Upper-Layers-of-Ethereum?mtm_campaign=API-OFA,14/04/2025,14:07:43,1623.77
"Ethereum Price Eyes $2,000 Breakout, Stablecoin Activity Hits All-Time High",positive,https://cryptopanic.com/news/21051549/Ethereum-Price-Eyes-2000-Breakout-Stablecoin-Activity-Hits-All-Time-High?mtm_campaign=API-OFA,13/04/2025,1:00:00,1597.76
"On-Chain Indicator Suggests Ethereum (ETH) Could Be Undervalued, According to Crypto Analyst",neutral,https://cryptopanic.com/news/21050521/On-Chain-Indicator-Suggests-Ethereum-ETH-Could-Be-Undervalued-According-to-Crypto-Analyst?mtm_campaign=API-OFA,12/4/2025,20:00:59,1644.18
Vitalik Buterin Unveils Roadmap for Improving Privacy on Ethereum,neutral,https://cryptopanic.com/news/21039672/Vitalik-Buterin-Unveils-Roadmap-for-Improving-Privacy-on-Ethereum?mtm_campaign=API-OFA,11/4/2025,20:48:57,1566.85
ETH/BTC Collapse Isn’t the End: Analyst Sees Silent Rebuild,neutral,https://cryptopanic.com/news/21033208/ETHBTC-Collapse-Isnt-the-End-Analyst-Sees-Silent-Rebuild?mtm_campaign=API-OFA,11/4/2025,13:04:59,1566.85
"Is $1,000 the Final Floor for Ethereum? One Metric Thinks So",neutral,https://cryptopanic.com/news/20996907/Is-1000-the-Final-Floor-for-Ethereum-One-Metric-Thinks-So?mtm_campaign=API-OFA,9/4/2025,15:44:12,1669.51
Trump-linked WLFI dumps Ethereum at 55% loss amid crypto market turmoil,neutral,https://cryptopanic.com/news/20988705/Trump-linked-WLFI-dumps-Ethereum-at-55-loss-amid-crypto-market-turmoil?mtm_campaign=API-OFA,9/4/2025,10:12:10,1669.51
Trump’s World Liberty Financial suffers massive  $125 million loss,negative,https://cryptopanic.com/news/20986598/Trumps-World-Liberty-Financial-suffers-massive-125-million-loss?mtm_campaign=API-OFA,9/4/2025,8:50:24,1669.51
"Ethereum Wipes Out 7 Years of Gains in Crash to $1,400, Where Next for ETH?",neutral,https://cryptopanic.com/news/20983704/Ethereum-Wipes-Out-7-Years-of-Gains-in-Crash-to-1400-Where-Next-for-ETH?mtm_campaign=API-OFA,9/4/2025,6:33:39,1669.51
ETH/BTC Somehow Keeps Plunging Even Lower,neutral,https://cryptopanic.com/news/20974969/ETHBTC-Somehow-Keeps-Plunging-Even-Lower?mtm_campaign=API-OFA,8/4/2025,20:48:08,1473.41
XRP Will Overtake Ethereum By 2028: Standard Chartered,neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,8/4/2025,12:26:16,1473.41
ETH Drops to 2-Year Lows Amid Crypto Selloff,neutral,https://cryptopanic.com/news/20954761/ETH-Drops-to-2-Year-Lows-Amid-Crypto-Selloff?mtm_campaign=API-OFA,7/4/2025,18:57:00,1553.04
Breaking: Crypto Market Getting Annihilated as Ethereum Collapses by 10%,neutral,https://cryptopanic.com/news/20940044/Breaking-Crypto-Market-Getting-Annihilated-as-Ethereum-Collapses-by-10?mtm_campaign=API-OFA,6/4/2025,19:00:44,1580.76
Simulation Game ‘Infected’ Leaves Base for Solana Over Transaction Bottlenecks,negative,https://cryptopanic.com/news/20936518/Simulation-Game-Infected-Leaves-Base-for-Solana-Over-Transaction-Bottlenecks?mtm_campaign=API-OFA,6/4/2025,3:27:38,1580.76
"Ethereum dips below $1,760 as network activity plummets and bearish signals mount",neutral,https://cryptopanic.com/news/20927090/Ethereum-dips-below-1760-as-network-activity-plummets-and-bearish-signals-mount?mtm_campaign=API-OFA,4/4/2025,15:17:43,1816.87
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,4/4/2025,15:00:00,1816.87
‘Ethereum Has Long-Term Potential’: Why Experts Believe in ETH Price Recovery,neutral,https://cryptopanic.com/news/20925970/Ethereum-Has-Long-Term-Potential-Why-Experts-Believe-in-ETH-Price-Recovery?mtm_campaign=API-OFA,4/4/2025,13:56:53,1816.87
Ethereum developers aim for May 7 mainnet deployment of Pectra upgrade,neutral,https://cryptopanic.com/news/20921035/Ethereum-developers-aim-for-May-7-mainnet-deployment-of-Pectra-upgrade?mtm_campaign=API-OFA,4/4/2025,5:04:42,1816.87
"Here’s Why Ethereum (ETH) Continues to Bleed, According to CryptoQuant",neutral,https://cryptopanic.com/news/20920666/Heres-Why-Ethereum-ETH-Continues-to-Bleed-According-to-CryptoQuant?mtm_campaign=API-OFA,4/4/2025,3:44:07,1816.87
Alleged Tech Spy Says He Was Paid in Ethereum to Snoop for Rival Firm,negative,https://cryptopanic.com/news/20917852/Alleged-Tech-Spy-Says-He-Was-Paid-in-Ethereum-to-Snoop-for-Rival-Firm?mtm_campaign=API-OFA,3/4/2025,19:04:33,1817.23
"Ethereum whales accumulate 130,000 ETH amid price drop",neutral,https://cryptopanic.com/news/20917718/Ethereum-whales-accumulate-130000-ETH-amid-price-drop?mtm_campaign=API-OFA,3/4/2025,18:30:54,1817.23
Ethereum's Pectra Upgrade Set for May Following Technical Hurdles,neutral,https://cryptopanic.com/news/20917629/Ethereums-Pectra-Upgrade-Set-for-May-Following-Technical-Hurdles?mtm_campaign=API-OFA,3/4/2025,18:11:40,1817.23
Analyst Warns of Massive Ethereum Drop Against Bitcoin,neutral,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,3/4/2025,18:00:40,1817.23
ETH down 39% since Eric Trump tweet,negative,https://cryptopanic.com/news/20917283/ETH-down-39-since-Eric-Trump-tweet?mtm_campaign=API-OFA,3/4/2025,16:58:15,1817.23
Ethereum faces a storm: Could the crypto giant plummet by 91%?,neutral,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,3/4/2025,14:50:56,1817.23
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,3/4/2025,11:45:40,1817.23
"Ethereum price may have bottomed, but pro traders show little interest in buying ETH",negative,https://cryptopanic.com/news/20912712/Ethereum-price-may-have-bottomed-but-pro-traders-show-little-interest-in-buying-ETH?mtm_campaign=API-OFA,2/4/2025,21:15:00,1795.22
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,2/4/2025,18:41:22,1795.22
Ethereum Whale Activity Plummets as Large Transactions Drop 63.8% Since Late February,neutral,https://cryptopanic.com/news/20911830/Ethereum-Whale-Activity-Plummets-as-Large-Transactions-Drop-638-Since-Late-February?mtm_campaign=API-OFA,2/4/2025,17:23:07,1795.22
Analyst Benjamin Cowen warns Ethereum could drop another 50%,neutral,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,1795.22
Ethereum Technicals Not Looking Good: Will ETH Crash Further?,positive,https://cryptopanic.com/news/20910140/Ethereum-Technicals-Not-Looking-Good-Will-ETH-Crash-Further?mtm_campaign=API-OFA,2/4/2025,12:15:45,1795.22
"Ethereum prints 4 consecutive red monthly candles, but data points to an ETH/BTC bottom",neutral,https://cryptopanic.com/news/20905882/Ethereum-prints-4-consecutive-red-monthly-candles-but-data-points-to-an-ETHBTC-bottom?mtm_campaign=API-OFA,1/4/2025,19:23:16,1904.98
Data Proves Ethereum Is Still the #1 Altcoin to Own,positive,https://cryptopanic.com/news/20905475/Data-Proves-Ethereum-Is-Still-the-1-Altcoin-to-Own?mtm_campaign=API-OFA,1/4/2025,17:28:12,1904.98
Ethereum-Bitcoin Ratio Drops To Five-Year Low,neutral,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,31/03/2025,15:04:17,1822.43
Is ETH Dead as an Investment? Analysts Weigh In,negative,https://cryptopanic.com/news/20894586/Is-ETH-Dead-as-an-Investment-Analysts-Weigh-In?mtm_campaign=API-OFA,30/03/2025,6:14:12,1807.74
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,28/03/2025,14:54:00,1896.9
"Solana Rises As BlackRock Brings Its $1,700,000,000 Tokenized Treasury Fund to Ethereum Rival’s Chain",neutral,https://cryptopanic.com/news/20873101/Solana-Rises-As-BlackRock-Brings-Its-1700000000-Tokenized-Treasury-Fund-to-Ethereum-Rivals-Chain?mtm_campaign=API-OFA,25/03/2025,18:05:47,2066.15
Trump-backed World Liberty Financial tests USD1 stablecoin on BNB Chain,neutral,https://cryptopanic.com/news/20867823/Trump-backed-World-Liberty-Financial-tests-USD1-stablecoin-on-BNB-Chain?mtm_campaign=API-OFA,24/03/2025,18:17:44,2081.2
ETH may reclaim $2.2K ‘macro range’ amid growing whale accumulation,neutral,https://cryptopanic.com/news/20862813/ETH-may-reclaim-22K-macro-range-amid-growing-whale-accumulation?mtm_campaign=API-OFA,23/03/2025,13:28:47,2005.99
"BlackRock, NYSE push for staked ETH ETFs – Why it matters",neutral,https://cryptopanic.com/news/20859354/BlackRock-NYSE-push-for-staked-ETH-ETFs-Why-it-matters?mtm_campaign=API-OFA,22/03/2025,3:00:25,1980.69
BlackRock Says Staking Could Boost Ethereum ETFs,neutral,https://cryptopanic.com/news/20856966/BlackRock-Says-Staking-Could-Boost-Ethereum-ETFs?mtm_campaign=API-OFA,21/03/2025,13:48:11,1965.75
XRP Soars 13% After SEC Lawsuit 'Victory': Can XRP Flip Ethereum?,neutral,https://cryptopanic.com/news/20847635/XRP-Soars-13-After-SEC-Lawsuit-Victory-Can-XRP-Flip-Ethereum?mtm_campaign=API-OFA,19/03/2025,17:26:20,2056.06
XRP Vs. ETH: Bold Prediction Claims ‘Dying’ Ethereum’s Reign Is Ending,positive,https://cryptopanic.com/news/20844336/XRP-Vs-ETH-Bold-Prediction-Claims-Dying-Ethereums-Reign-Is-Ending?mtm_campaign=API-OFA,19/03/2025,6:00:54,2056.06
Vitalik: An Ethereum Story to Launch Globally on April 15th,neutral,https://cryptopanic.com/news/20836033/Vitalik-An-Ethereum-Story-to-Launch-Globally-on-April-15th?mtm_campaign=API-OFA,17/03/2025,13:37:47,1926.31
North Korea becomes 3rd largest government Bitcoin holder after Bybit hack,neutral,https://cryptopanic.com/news/20832745/North-Korea-becomes-3rd-largest-government-Bitcoin-holder-after-Bybit-hack?mtm_campaign=API-OFA,16/03/2025,16:45:13,1887
Ethereum's Level Of Dominance Has Fallen To Lows Not Seen Since 2020,neutral,https://cryptopanic.com/news/20832056/Ethereums-Level-Of-Dominance-Has-Fallen-To-Lows-Not-Seen-Since-2020?mtm_campaign=API-OFA,16/03/2025,11:45:21,1887
Trump-backed World Liberty Financial buys AVAX and MNT for $4M as total portfolio losses reach $118M,neutral,https://cryptopanic.com/news/20831805/Trump-backed-World-Liberty-Financial-buys-AVAX-and-MNT-for-4M-as-total-portfolio-losses-reach-118M?mtm_campaign=API-OFA,16/03/2025,9:24:40,1887
SEC considers classifying XRP as commodity in settlement talks with Ripple,neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,13/03/2025,17:53:17,1864.59
"Ethereum Double Trouble: ETH Prices Fall Below $1,800 Price Crash Amid Testnet Attack",neutral,https://cryptopanic.com/news/20808582/Ethereum-Double-Trouble-ETH-Prices-Fall-Below-1800-Price-Crash-Amid-Testnet-Attack?mtm_campaign=API-OFA,11/3/2025,7:54:43,1923.43
Ethereum Whales Accumulate Millions of Tokens: ETH Price Surge on the Way?,neutral,https://cryptopanic.com/news/20795384/Ethereum-Whales-Accumulate-Millions-of-Tokens-ETH-Price-Surge-on-the-Way?mtm_campaign=API-OFA,7/3/2025,14:30:12,2141.6
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,5/3/2025,12:10:39,2241.59
Ethereum’s Pectra upgrade revolutionises wallets with EIP-7702 smart contract integration,positive,https://cryptopanic.com/news/21823572/Ethereums-Pectra-upgrade-revolutionises-wallets-with-EIP-7702-smart-contract-integration?mtm_campaign=API-OFA,5/15/2025,11:33:14,2602.48
"Smart wallet adoption surges with over 11,000 EIP-7702 authorizations on Ethereum within a week of Pectra upgrade",positive,https://cryptopanic.com/news/21816605/Smart-wallet-adoption-surges-with-over-11000-EIP-7702-authorizations-on-Ethereum-within-a-week-of-Pectra-upgrade?mtm_campaign=API-OFA,5/15/2025,7:21:57,2602.48
Ethereum Foundation Launches “Trillion Dollar Security” Initiative,neutral,https://cryptopanic.com/news/21799966/Ethereum-Foundation-Launches-Trillion-Dollar-Security-Initiative?mtm_campaign=API-OFA,5/14/2025,16:11:10,2602.48
"XRP Becomes Third Largest Crypto After 21% Surge, Can it Overtake ETH?",neutral,https://cryptopanic.com/news/21795587/XRP-Becomes-Third-Largest-Crypto-After-21-Surge-Can-it-Overtake-ETH?mtm_campaign=API-OFA,5/14/2025,13:44:02,2602.48
"Ethereum Hits $2,700 for First Time Since February, Up 70% in 30 Days",positive,https://cryptopanic.com/news/21792429/Ethereum-Hits-2700-for-First-Time-Since-February-Up-70-in-30-Days?mtm_campaign=API-OFA,5/14/2025,12:00:21,2602.48
Best Crypto On ETH Chain – Ethereum Alt Season Is Set to Explode,positive,https://cryptopanic.com/news/21791769/Best-Crypto-On-ETH-Chain-Ethereum-Alt-Season-Is-Set-to-Explode?mtm_campaign=API-OFA,5/14/2025,11:16:03,2602.48
Ethereum’s 49% Rally in 6 Days Catches Doubters Off Guard: Santiment,neutral,https://cryptopanic.com/news/21791034/Ethereums-49-Rally-in-6-Days-Catches-Doubters-Off-Guard-Santiment?mtm_campaign=API-OFA,5/14/2025,11:07:17,2602.48
Bernstein outlines three factors that drove Ethereum’s recent price surge,neutral,https://cryptopanic.com/news/21788611/Bernstein-outlines-three-factors-that-drove-Ethereums-recent-price-surge?mtm_campaign=API-OFA,5/14/2025,9:55:17,2602.48
"Ethereum Market Cap Hits $306.68B, Surpasses Alibaba as Abraxas Capital Buys $500M ETH Amid Price Rally",neutral,https://cryptopanic.com/news/21777104/Ethereum-Market-Cap-Hits-30668B-Surpasses-Alibaba-as-Abraxas-Capital-Buys-500M-ETH-Amid-Price-Rally?mtm_campaign=API-OFA,5/14/2025,0:05:21,2602.48
"Solana’s speed, fees, and partnerships position it as the backbone of onchain payments",neutral,https://cryptopanic.com/news/21776717/Solanas-speed-fees-and-partnerships-position-it-as-the-backbone-of-onchain-payments?mtm_campaign=API-OFA,5/13/2025,23:42:31,2602.48
Solana network and DeFi activity suggest SOL price rally will continue,neutral,https://cryptopanic.com/news/21773459/Solana-network-and-DeFi-activity-suggest-SOL-price-rally-will-continue?mtm_campaign=API-OFA,5/13/2025,20:30:00,2602.48
"Ethereum smashes through $2,600 barrier",neutral,https://cryptopanic.com/news/21769876/Ethereum-smashes-through-2600-barrier?mtm_campaign=API-OFA,5/13/2025,17:17:23,2602.48
Ethereum (ETH) Price Rally Builds Momentum: Bullish Pattern Signals Breakout,neutral,https://cryptopanic.com/news/21760247/Ethereum-ETH-Price-Rally-Builds-Momentum-Bullish-Pattern-Signals-Breakout?mtm_campaign=API-OFA,5/13/2025,11:58:53,2602.48
"Ethereum Price Drops Against Bitcoin To Levels Not Seen Since 2019, But There’s Good News",positive,https://cryptopanic.com/news/21759982/Ethereum-Price-Drops-Against-Bitcoin-To-Levels-Not-Seen-Since-2019-But-Theres-Good-News?mtm_campaign=API-OFA,5/13/2025,11:19:16,2602.48
Is Ethereum Dead And Gone?,negative,https://cryptopanic.com/news/21755130/Is-Ethereum-Dead-And-Gone?mtm_campaign=API-OFA,5/13/2025,8:20:57,2602.48
"Ethereum Price Completes Bullish Structure Break – $3,000 Comes Next",neutral,https://cryptopanic.com/news/21736694/Ethereum-Price-Completes-Bullish-Structure-Break-3000-Comes-Next?mtm_campaign=API-OFA,5/12/2025,16:00:23,2602.48
Ethereum surpasses Coca-Cola and Alibaba in market cap after Pectra upgrade surge,neutral,https://cryptopanic.com/news/21730444/Ethereum-surpasses-Coca-Cola-and-Alibaba-in-market-cap-after-Pectra-upgrade-surge?mtm_campaign=API-OFA,5/12/2025,11:43:06,2602.48
Ethereum Staking Giant Lido Loses Just 1.4 ETH in Hacking Attempt,negative,https://cryptopanic.com/news/21722636/Ethereum-Staking-Giant-Lido-Loses-Just-14-ETH-in-Hacking-Attempt?mtm_campaign=API-OFA,5/12/2025,5:53:22,2602.48
Ethereum chart pattern supports &#039;moon shot&#039; rally to new price highs if confirmed — Trader,positive,https://cryptopanic.com/news/21715775/Ethereum-chart-pattern-supports-039moon-shot039-rally-to-new-price-highs-if-confirmed-Trader?mtm_campaign=API-OFA,5/11/2025,19:25:57,2602.48
"Ethereum liquidations hit $180 million in 24 hours, surpassing Bitcoin losses",neutral,https://cryptopanic.com/news/21714365/Ethereum-liquidations-hit-180-million-in-24-hours-surpassing-Bitcoin-losses?mtm_campaign=API-OFA,5/11/2025,16:30:51,2602.48
"Could Ethereum Hit $5,000–$10,000 This Cycle?",neutral,https://cryptopanic.com/news/21714234/Could-Ethereum-Hit-500010000-This-Cycle?mtm_campaign=API-OFA,5/11/2025,16:06:05,2602.48
"Ethereum to $10K &#039;can&#039;t be ruled out&#039; as ETH price makes sharp gains vs. SOL, XRP",negative,https://cryptopanic.com/news/21714233/Ethereum-to-10K-039can039t-be-ruled-out039-as-ETH-price-makes-sharp-gains-vs-SOL-XRP?mtm_campaign=API-OFA,5/11/2025,16:02:26,2602.48
Pectra lets hackers drain wallets with just an offchain signature,neutral,https://cryptopanic.com/news/21712968/Pectra-lets-hackers-drain-wallets-with-just-an-offchain-signature?mtm_campaign=API-OFA,5/11/2025,13:10:42,2602.48
"3 Reasons Why Ethereum (ETH) Moving to $3,000",neutral,https://cryptopanic.com/news/21710578/3-Reasons-Why-Ethereum-ETH-Moving-to-3000?mtm_campaign=API-OFA,5/11/2025,10:04:00,2602.48
"Here Are 5 Reasons Ethereum May Reach $12,000 In 2025 – Analyst",neutral,https://cryptopanic.com/news/21703928/Here-Are-5-Reasons-Ethereum-May-Reach-12000-In-2025-Analyst?mtm_campaign=API-OFA,5/10/2025,21:00:15,2602.48
Base Hits Stage 1 in ETH Rollup with Fault Proofs,negative,https://cryptopanic.com/news/21701925/Base-Hits-Stage-1-in-ETH-Rollup-with-Fault-Proofs?mtm_campaign=API-OFA,5/10/2025,19:10:20,2602.48
Ethereum surge fuels altcoin season hype as crypto market heats up,neutral,https://cryptopanic.com/news/21701893/Ethereum-surge-fuels-altcoin-season-hype-as-crypto-market-heats-up?mtm_campaign=API-OFA,5/10/2025,15:06:33,2602.48
ETH Resurrection,neutral,https://cryptopanic.com/news/21701162/ETH-Resurrection?mtm_campaign=API-OFA,5/10/2025,13:32:37,2602.48
