post,sentiment,url,published_date,published_time,price_xrp
Ripple CEO Slams SEC for Ignoring Court Ruling on XRP,neutral,https://cryptopanic.com/news/20000476/Ripple-CEO-Slams-SEC-for-Ignoring-Court-Ruling-on-XRP?mtm_campaign=API-OFA,10/14/2024,7:27:47,0.5483
Ripple Slams SEC Over Latest Appeal,positive,https://cryptopanic.com/news/19969125/Ripple-Slams-SEC-Over-Latest-Appeal?mtm_campaign=API-OFA,10/04/2024,10:00:27,0.534
SEC’s XRP Appeal: Ripple’s Legal Fight Heats Up Again,neutral,https://cryptopanic.com/news/19965957/SECs-XRP-Appeal-Ripples-Legal-Fight-Heats-Up-Again?mtm_campaign=API-OFA,10/03/2024,13:02:08,0.5217
Grayscale Predicts Top Altcoins that Can Outperform in Q4 2024,positive,https://cryptopanic.com/news/19946264/Grayscale-Predicts-Top-Altcoins-that-Can-Outperform-in-Q4-2024?mtm_campaign=API-OFA,09/27/2024,13:15:53,0.5888
Ripple’s Price Outlook for September: Is XRP the Altcoin to Watch?,neutral,https://cryptopanic.com/news/19905088/Ripples-Price-Outlook-for-September-Is-XRP-the-Altcoin-to-Watch?mtm_campaign=API-OFA,09/16/2024,5:07:39,0.5866
Is Grayscale’s Ripple Trust the Way Toward a Spot XRP ETF in the US?,neutral,https://cryptopanic.com/news/19901464/Is-Grayscales-Ripple-Trust-the-Way-Toward-a-Spot-XRP-ETF-in-the-US?mtm_campaign=API-OFA,09/14/2024,5:33:00,0.5956
"XRP Taps $0.57 After Grayscale’s Ripple Trust Launch, BTC Shaky at $58K (Market Watch)",negative,https://cryptopanic.com/news/19898315/XRP-Taps-057-After-Grayscales-Ripple-Trust-Launch-BTC-Shaky-at-58K-Market-Watch?mtm_campaign=API-OFA,09/13/2024,8:56:59,0.5728
Ripple Seeks Delay on $125M Fine in SEC Legal Battle,positive,https://cryptopanic.com/news/19874761/Ripple-Seeks-Delay-on-125M-Fine-in-SEC-Legal-Battle?mtm_campaign=API-OFA,09/06/2024,8:58:59,0.5211
Pro-XRP Lawyer Deaton Wins GOP Nomination to Challenge Warren,positive,https://cryptopanic.com/news/19870310/Pro-XRP-Lawyer-Deaton-Wins-GOP-Nomination-to-Challenge-Warren?mtm_campaign=API-OFA,09/05/2024,8:21:15,0.5444
Ripple (XRP) IPO in the US? CEO Brad Garlinghouse Weighs In,neutral,https://cryptopanic.com/news/19865796/Ripple-XRP-IPO-in-the-US-CEO-Brad-Garlinghouse-Weighs-In?mtm_campaign=API-OFA,09/04/2024,7:36:27,0.5579
Important Ripple (XRP) Update August 29: Details,positive,https://cryptopanic.com/news/19846176/Important-Ripple-XRP-Update-August-29-Details?mtm_campaign=API-OFA,08/29/2024,8:37:56,0.5619
SEC to Appeal Court Ruling in Ripple XRP Case,neutral,https://cryptopanic.com/news/19776875/SEC-to-Appeal-Court-Ruling-in-Ripple-XRP-Case?mtm_campaign=API-OFA,08/09/2024,8:21:37,0.5805
Ripple Faces Backlash from XRP Developers,neutral,https://cryptopanic.com/news/19760448/Ripple-Faces-Backlash-from-XRP-Developers?mtm_campaign=API-OFA,08/05/2024,10:12:41,0.4889
"Ripple prepares to sell 200 million XRP in August, worth $110 million",positive,https://cryptopanic.com/news/19758013/Ripple-prepares-to-sell-200-million-XRP-in-August-worth-110-million?mtm_campaign=API-OFA,08/04/2024,13:04:59,0.5228
"Large-Cap Ethereum Rival Forming a Bullish Pattern That Could See It Surge by up to 63%, Says Crypto Trader",neutral,https://cryptopanic.com/news/19754927/Large-Cap-Ethereum-Rival-Forming-a-Bullish-Pattern-That-Could-See-It-Surge-by-up-to-63-Says-Crypto-Trader?mtm_campaign=API-OFA,08/02/2024,19:55:40,0.5607
"XRP and SOL Retrace Hard, While BTC Price Dropped to 2-Week Lows (Market Watch)",negative,https://cryptopanic.com/news/19748452/XRP-and-SOL-Retrace-Hard-While-BTC-Price-Dropped-to-2-Week-Lows-Market-Watch?mtm_campaign=API-OFA,08/01/2024,8:43:17,0.5964
Solana Price Forecast: Can SOL Beat XRP to Secure ETF Approval?,positive,https://cryptopanic.com/news/19729171/Solana-Price-Forecast-Can-SOL-Beat-XRP-to-Secure-ETF-Approval?mtm_campaign=API-OFA,07/26/2024,14:16:37,0.6034
Ripple joins the fintench big league despite legal battles,neutral,https://cryptopanic.com/news/19678607/Ripple-joins-the-fintench-big-league-despite-legal-battles?mtm_campaign=API-OFA,07/11/2024,21:34:30,0.4491
XRP Lawsuit: SEC Sticks to $2 Billion Fine on Ripple As Pressure On XRP Soars — Is This Your Buy Signal?,positive,https://cryptopanic.com/news/19657746/XRP-Lawsuit-SEC-Sticks-to-2-Billion-Fine-on-Ripple-As-Pressure-On-XRP-Soars-Is-This-Your-Buy-Signal?mtm_campaign=API-OFA,07/05/2024,13:47:03,0.4251
Will XRP shorting activity serve as ‘rocket fuel’ for an explosive rally?,neutral,https://cryptopanic.com/news/19610339/Will-XRP-shorting-activity-serve-as-rocket-fuel-for-an-explosive-rally?mtm_campaign=API-OFA,06/21/2024,14:20:54,0.4889
Could XRP be on the verge of a breakout as open interest surges?,neutral,https://cryptopanic.com/news/19603617/Could-XRP-be-on-the-verge-of-a-breakout-as-open-interest-surges?mtm_campaign=API-OFA,06/19/2024,18:25:46,0.4933
Could XRP hit a $3 trillion market cap? Here’s when it might happen,neutral,https://cryptopanic.com/news/19547968/Could-XRP-hit-a-3-trillion-market-cap-Heres-when-it-might-happen?mtm_campaign=API-OFA,06/02/2024,13:33:28,0.5135
Ripple could sell 400 million XRP in June; Largest dump in 7 years,neutral,https://cryptopanic.com/news/19547679/Ripple-could-sell-400-million-XRP-in-June-Largest-dump-in-7-years?mtm_campaign=API-OFA,06/02/2024,10:38:40,0.5135
"Joe Biden Is Trying To ‘Kill Crypto’ — Serious Warning Could Spell Chaos For Bitcoin, Ether, ADA, XRP",negative,https://cryptopanic.com/news/19476700/Joe-Biden-Is-Trying-To-Kill-Crypto-Serious-Warning-Could-Spell-Chaos-For-Bitcoin-Ether-ADA-XRP?mtm_campaign=API-OFA,05/10/2024,11:20:43,0.5022
Standard Chartered Predicts XRP to Hit $12.50 by 2028,neutral,https://cryptopanic.com/news/21053588/Standard-Chartered-Predicts-XRP-to-Hit-1250-by-2028?mtm_campaign=API-OFA,04/13/2025,11:03:00,2.1196
XRP Price To Hit $45? Here’s What Happens If It Mimics 2017 And 2021 Rallies,neutral,https://cryptopanic.com/news/21049830/XRP-Price-To-Hit-45-Heres-What-Happens-If-It-Mimics-2017-And-2021-Rallies?mtm_campaign=API-OFA,04/12/2025,18:00:52,2.1598
XRP Will Overtake Ethereum By 2028: Standard Chartered,neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,04/08/2025,12:26:16,1.7963
XRP network activity collapses 65%,neutral,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,04/04/2025,19:23:00,2.1302
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,04/02/2025,18:41:22,2.0237
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,04/01/2025,16:22:00,2.1387
XRP ETF Approval Date Nears,neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,03/23/2025,12:30:00,2.4393
$10 XRP Price Closer Than Ever As Ripple Emerges Victorious in SEC Lawsuit,neutral,https://cryptopanic.com/news/20853500/10-XRP-Price-Closer-Than-Ever-As-Ripple-Emerges-Victorious-in-SEC-Lawsuit?mtm_campaign=API-OFA,03/20/2025,20:02:34,2.4361
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,03/20/2025,11:00:48,2.4361
XRP Soars 13% After SEC Lawsuit 'Victory': Can XRP Flip Ethereum?,neutral,https://cryptopanic.com/news/20847635/XRP-Soars-13-After-SEC-Lawsuit-Victory-Can-XRP-Flip-Ethereum?mtm_campaign=API-OFA,03/19/2025,17:26:20,2.5469
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,03/19/2025,17:08:56,2.5469
XRP Vs. ETH: Bold Prediction Claims ‘Dying’ Ethereum’s Reign Is Ending,positive,https://cryptopanic.com/news/20844336/XRP-Vs-ETH-Bold-Prediction-Claims-Dying-Ethereums-Reign-Is-Ending?mtm_campaign=API-OFA,03/19/2025,6:00:54,2.5469
XRP Stumbles—But Analysts Still See A Path To $70,neutral,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,03/18/2025,22:30:56,2.2851
Proposal on SEC website suggests XRP as a strategic asset for US financial system,neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,03/16/2025,16:07:53,2.2938
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,neutral,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,03/14/2025,15:03:22,2.3564
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,03/14/2025,14:13:32,2.3564
SEC website posts document naming XRP as a strategic asset for U.S.,neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,03/14/2025,11:14:55,2.3564
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,03/13/2025,18:45:44,2.2527
SEC considers classifying XRP as commodity in settlement talks with Ripple,neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,03/13/2025,17:53:17,2.2527
"Why Achieving an XRP Price of $1,000 is Not An Illusion",neutral,https://cryptopanic.com/news/20816117/Why-Achieving-an-XRP-Price-of-1000-is-Not-An-Illusion?mtm_campaign=API-OFA,03/12/2025,14:23:02,2.2396
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,03/05/2025,12:10:39,2.4998
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,03/03/2025,18:14:25,2.3873
Ripple prepares for what could be a $795 million XRP sale in March,neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,03/03/2025,12:50:39,2.3873
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,03/02/2025,19:31:52,2.9396
"Trump to include XRP, SOL, and ADA in US crypto reserve",neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,03/02/2025,15:34:02,2.9396
XRP Ledger unveils institutional DeFi roadmap,neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,02/26/2025,18:46:49,2.1982
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,02/26/2025,18:43:37,2.1982
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,02/21/2025,9:36:00,2.5721
Are XRP and DOGE Preparing for 25% Price Moves?,neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,02/20/2025,15:10:57,2.6877
First-Ever Spot XRP ETF Gets Green Light in Brazil,neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,02/20/2025,0:16:02,2.6877
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,02/19/2025,19:13:22,2.7378
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,positive,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,02/19/2025,17:28:08,2.7378
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,02/19/2025,14:00:23,2.7378
SEC acknowledges Bitwise Spot XRP ETF filing,neutral,https://cryptopanic.com/news/20714471/SEC-acknowledges-Bitwise-Spot-XRP-ETF-filing?mtm_campaign=API-OFA,02/18/2025,19:10:43,2.5628
SEC acknowledges spot XRP ETF filing from Bitwise,neutral,https://cryptopanic.com/news/20714430/SEC-acknowledges-spot-XRP-ETF-filing-from-Bitwise?mtm_campaign=API-OFA,02/18/2025,19:06:28,2.5628
"SEC Acknowledges Filing for Bitwise Spot XRP ETF on February 18, 2025, $XRP",neutral,https://cryptopanic.com/news/20714490/SEC-Acknowledges-Filing-for-Bitwise-Spot-XRP-ETF-on-February-18-2025-XRP?mtm_campaign=API-OFA,02/18/2025,19:00:57,2.5628
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",neutral,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,02/17/2025,21:00:12,2.6599
XRP Price Today: Analysts Predict Breakout to $5.85 & Beyond,neutral,https://cryptopanic.com/news/20701043/XRP-Price-Today-Analysts-Predict-Breakout-to-585-Beyond?mtm_campaign=API-OFA,02/15/2025,11:54:10,2.7619
2025 XRP ETF approval odds hit 81% on Polymarket,neutral,https://cryptopanic.com/news/20698800/2025-XRP-ETF-approval-odds-hit-81-on-Polymarket?mtm_campaign=API-OFA,02/14/2025,18:58:08,2.7384
BREAKING: Yet Another XRP ETF Filing Acknowledged by SEC,neutral,https://cryptopanic.com/news/20698756/BREAKING-Yet-Another-XRP-ETF-Filing-Acknowledged-by-SEC?mtm_campaign=API-OFA,02/14/2025,18:34:10,2.7384
"XRP, ADA ETFs Compared to 2000s Tech Stocks by Crypto Expert",neutral,https://cryptopanic.com/news/20698230/XRP-ADA-ETFs-Compared-to-2000s-Tech-Stocks-by-Crypto-Expert?mtm_campaign=API-OFA,02/14/2025,16:23:00,2.7384
Is XRP Price on Track to Hit $110? Analyst Weigh In,neutral,https://cryptopanic.com/news/20693938/Is-XRP-Price-on-Track-to-Hit-110-Analyst-Weigh-In?mtm_campaign=API-OFA,02/13/2025,20:51:00,2.5599
SEC may acknowledge Grayscale XRP ETF filing as early as tomorrow,neutral,https://cryptopanic.com/news/20686757/SEC-may-acknowledge-Grayscale-XRP-ETF-filing-as-early-as-tomorrow?mtm_campaign=API-OFA,02/12/2025,15:30:48,2.4734
XRP ETF Filed with Nasdaq as Ripple-CFTC Ties Strengthen,neutral,https://cryptopanic.com/news/20680535/XRP-ETF-Filed-with-Nasdaq-as-Ripple-CFTC-Ties-Strengthen?mtm_campaign=API-OFA,02/11/2025,12:03:46,2.4131
"Ripple’s XRP Prepping For Ultra Bullish 1,500% Breakout As Spot XRP ETFs Gain Major Traction",neutral,https://cryptopanic.com/news/20668724/Ripples-XRP-Prepping-For-Ultra-Bullish-1500-Breakout-As-Spot-XRP-ETFs-Gain-Major-Traction?mtm_campaign=API-OFA,02/08/2025,12:38:45,2.419
XRP Price Falls Following Ledger Downtime as Open Interest Hits Monthly Low,neutral,https://cryptopanic.com/news/20655156/XRP-Price-Falls-Following-Ledger-Downtime-as-Open-Interest-Hits-Monthly-Low?mtm_campaign=API-OFA,02/05/2025,19:54:26,2.381
Ripple Investigates XRP Ledger Halt as Consensus Issues Arise,neutral,https://cryptopanic.com/news/20652462/Ripple-Investigates-XRP-Ledger-Halt-as-Consensus-Issues-Arise?mtm_campaign=API-OFA,02/05/2025,11:04:41,2.381
XRP Ledger resumes activity after second outage in three months,neutral,https://cryptopanic.com/news/20652184/XRP-Ledger-resumes-activity-after-second-outage-in-three-months?mtm_campaign=API-OFA,02/05/2025,10:11:14,2.381
Ripple restores XRP Ledger after 64-minute outage – What went wrong?,negative,https://cryptopanic.com/news/20651654/Ripple-restores-XRP-Ledger-after-64-minute-outage-What-went-wrong?mtm_campaign=API-OFA,02/05/2025,8:15:37,2.381
"XRP Ledger Temporarily Halts Block Production, Ripple CTO Cites Possible Network 'Drift'",neutral,https://cryptopanic.com/news/20650416/XRP-Ledger-Temporarily-Halts-Block-Production-Ripple-CTO-Cites-Possible-Network-Drift?mtm_campaign=API-OFA,02/05/2025,0:28:29,2.381
Ripple prepares for what could be an $800 million XRP dump in February,neutral,https://cryptopanic.com/news/20648232/Ripple-prepares-for-what-could-be-an-800-million-XRP-dump-in-February?mtm_campaign=API-OFA,02/04/2025,15:03:15,2.5274
XRP Suddenly Collapses 14%. It Might Get Worse,negative,https://cryptopanic.com/news/20639252/XRP-Suddenly-Collapses-14-It-Might-Get-Worse?mtm_campaign=API-OFA,02/02/2025,18:30:16,2.58
XRP Sees Calm Before the Storm after Ripple CEO Signals the Inclusion of XRP in U.S. Strategic Reserve,positive,https://cryptopanic.com/news/20638446/XRP-Sees-Calm-Before-the-Storm-after-Ripple-CEO-Signals-the-Inclusion-of-XRP-in-US-Strategic-Reserve?mtm_campaign=API-OFA,02/02/2025,13:18:22,2.58
Sui Network to unlock millions of SUI this week – Should you be worried?,neutral,https://cryptopanic.com/news/20633173/Sui-Network-to-unlock-millions-of-SUI-this-week-Should-you-be-worried?mtm_campaign=API-OFA,01/31/2025,16:43:16,3.0361
RLUSD Major Milestone Triggers Warning for XRP Community: Details,neutral,https://cryptopanic.com/news/20631882/RLUSD-Major-Milestone-Triggers-Warning-for-XRP-Community-Details?mtm_campaign=API-OFA,01/31/2025,12:42:00,3.0361
XRP ETF Next? Polymarket Bets 83% on Approval as Institutional Interest Soars,neutral,https://cryptopanic.com/news/20631867/XRP-ETF-Next-Polymarket-Bets-83-on-Approval-as-Institutional-Interest-Soars?mtm_campaign=API-OFA,01/31/2025,12:36:45,3.0361
XRP Lawsuit News: Ripple CLO Says Case Will Be Withdrawn By SEC Under Atkins in 2025,neutral,https://cryptopanic.com/news/20621922/XRP-Lawsuit-News-Ripple-CLO-Says-Case-Will-Be-Withdrawn-By-SEC-Under-Atkins-in-2025?mtm_campaign=API-OFA,01/29/2025,15:38:29,3.0683
'XRP Looks Like Best Altcoin': Seasoned Trader Shares His Chart,positive,https://cryptopanic.com/news/20621262/XRP-Looks-Like-Best-Altcoin-Seasoned-Trader-Shares-His-Chart?mtm_campaign=API-OFA,01/29/2025,13:36:00,3.0683
Ondo Finance brings tokenized US Treasury fund on Ripple’s XRP Ledger,neutral,https://cryptopanic.com/news/20616755/Ondo-Finance-brings-tokenized-US-Treasury-fund-on-Ripples-XRP-Ledger?mtm_campaign=API-OFA,01/28/2025,15:34:33,3.0572
Ripple (XRP) CTO Defends XRPL Decentralization Amid Crypto Reserve Debate,neutral,https://cryptopanic.com/news/20611886/Ripple-XRP-CTO-Defends-XRPL-Decentralization-Amid-Crypto-Reserve-Debate?mtm_campaign=API-OFA,01/27/2025,17:07:00,3.0552
Crypto Market Doubles Down on XRP All-Time High Prediction,neutral,https://cryptopanic.com/news/21818388/Crypto-Market-Doubles-Down-on-XRP-All-Time-High-Prediction?mtm_campaign=API-OFA,2025-05-15,08:31:42,2.41
"XRP Becomes Third Largest Crypto After 21% Surge, Can it Overtake ETH?",neutral,https://cryptopanic.com/news/21795587/XRP-Becomes-Third-Largest-Crypto-After-21-Surge-Can-it-Overtake-ETH?mtm_campaign=API-OFA,2025-05-14,13:44:02,2.41
XRP futures open interest surges by more than $1 billion in a week,positive,https://cryptopanic.com/news/21763707/XRP-futures-open-interest-surges-by-more-than-1-billion-in-a-week?mtm_campaign=API-OFA,2025-05-13,13:28:13,2.41
"XRP Defies Market Correction Trend, BTC Price Slips Below $103K (Market Watch)",neutral,https://cryptopanic.com/news/21756484/XRP-Defies-Market-Correction-Trend-BTC-Price-Slips-Below-103K-Market-Watch?mtm_campaign=API-OFA,2025-05-13,09:15:26,2.41
XRP overtakes USDT as third-largest crypto after 10% price surge in 24 hours,neutral,https://cryptopanic.com/news/21739301/XRP-overtakes-USDT-as-third-largest-crypto-after-10-price-surge-in-24-hours?mtm_campaign=API-OFA,2025-05-12,17:59:34,2.41
Crypto’s David Slays Goliath: How Ripple Turned a SEC Lawsuit into a Strategic Win for XRP,positive,https://cryptopanic.com/news/21735304/Cryptos-David-Slays-Goliath-How-Ripple-Turned-a-SEC-Lawsuit-into-a-Strategic-Win-for-XRP?mtm_campaign=API-OFA,2025-05-12,14:46:28,2.41
"Ethereum to $10K &#039;can&#039;t be ruled out&#039; as ETH price makes sharp gains vs. SOL, XRP",negative,https://cryptopanic.com/news/21714233/Ethereum-to-10K-039can039t-be-ruled-out039-as-ETH-price-makes-sharp-gains-vs-SOL-XRP?mtm_campaign=API-OFA,2025-05-11,16:02:26,2.41
Ripple’s XRP Whales Bet On $5 XRP Price In May As Bulls Eye New Monthly Peak,positive,https://cryptopanic.com/news/21713068/Ripples-XRP-Whales-Bet-On-5-XRP-Price-In-May-As-Bulls-Eye-New-Monthly-Peak?mtm_campaign=API-OFA,2025-05-11,13:35:21,2.41
Ripple played Trump to pump XRP — now he’s cutting ties,negative,https://cryptopanic.com/news/21679142/Ripple-played-Trump-to-pump-XRP-now-hes-cutting-ties?mtm_campaign=API-OFA,2025-05-09,10:41:48,2.41
XRP Flight to $10 Ignited as SEC Finally Reaches $50 Million Settlement With Ripple,neutral,https://cryptopanic.com/news/21676612/XRP-Flight-to-10-Ignited-as-SEC-Finally-Reaches-50-Million-Settlement-With-Ripple?mtm_campaign=API-OFA,2025-05-09,08:32:05,2.41
"SEC and Ripple Settle XRP Lawsuit With $50 Million Payment, Dropping Appeals Pending Court Lifting Injunction",neutral,https://cryptopanic.com/news/21666221/SEC-and-Ripple-Settle-XRP-Lawsuit-With-50-Million-Payment-Dropping-Appeals-Pending-Court-Lifting-Injunction?mtm_campaign=API-OFA,2025-05-08,21:05:17,2.41
Trump feels manipulated after learning his XRP post was pushed by Ripple-linked lobbyist,neutral,https://cryptopanic.com/news/21663915/Trump-feels-manipulated-after-learning-his-XRP-post-was-pushed-by-Ripple-linked-lobbyist?mtm_campaign=API-OFA,2025-05-08,19:06:30,2.41
Trump tricked into pushing XRP for crypto reserve: Report,neutral,https://cryptopanic.com/news/21663268/Trump-tricked-into-pushing-XRP-for-crypto-reserve-Report?mtm_campaign=API-OFA,2025-05-08,18:32:08,2.41
XRP Will Be in Strategic Reserve Only if It Hits $500B This Year,neutral,https://cryptopanic.com/news/21648580/XRP-Will-Be-in-Strategic-Reserve-Only-if-It-Hits-500B-This-Year?mtm_campaign=API-OFA,2025-05-08,09:12:40,2.41
World’s first spot XRP crashes almost 10% in a week,positive,https://cryptopanic.com/news/21589786/Worlds-first-spot-XRP-crashes-almost-10-in-a-week?mtm_campaign=API-OFA,2025-05-06,10:50:00,2.41
"Trump’s Ultra Bullish Crypto Moves To Drive $90 Billion Race For XRP, Solana ETF Approval",neutral,https://cryptopanic.com/news/21552036/Trumps-Ultra-Bullish-Crypto-Moves-To-Drive-90-Billion-Race-For-XRP-Solana-ETF-Approval?mtm_campaign=API-OFA,2025-05-04,19:07:19,2.41
"Donald Trump’s 2025 Tax Plan Could Spark a 1000% XRP Price Rally, Analyst Claims",neutral,https://cryptopanic.com/news/21445011/Donald-Trumps-2025-Tax-Plan-Could-Spark-a-1000-XRP-Price-Rally-Analyst-Claims?mtm_campaign=API-OFA,2025-04-30,10:49:32,2.41
XRP price prediction as world’s first spot ETF goes live,positive,https://cryptopanic.com/news/21359497/XRP-price-prediction-as-worlds-first-spot-ETF-goes-live?mtm_campaign=API-OFA,2025-04-26,15:06:53,2.41
CME Group set to debut XRP futures on May 19,neutral,https://cryptopanic.com/news/21306137/CME-Group-set-to-debut-XRP-futures-on-May-19?mtm_campaign=API-OFA,2025-04-24,13:47:32,2.41
XRP Will Overtake Ethereum By 2028: Standard Chartered,neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,2025-04-08,12:26:16,2.41
XRP network activity collapses 65%,neutral,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,2025-04-04,19:23:00,2.41
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,2025-04-02,18:41:22,2.41
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,2025-04-01,16:22:00,2.41
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,positive,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,2025-03-26,07:53:52,2.41
XRP Price Prediction: Analysts now eye $10 by 2030,neutral,https://cryptopanic.com/news/20869129/XRP-Price-Prediction-Analysts-now-eye-10-by-2030?mtm_campaign=API-OFA,2025-03-25,00:34:59,2.41
XRP ETF Approval Date Nears,neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,2025-03-23,12:30:00,2.41
