post,sentiment,url,published_date,published_time,price_xrp,confidence,sentiment_label,sentiment_score
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,3/2/2025,15:34:02,2.41,0.999988198,Neutral,0.763168156
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,3/2/2025,19:31:52,2.41,0.999990702,Neutral,0.735193789
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,3/2/2025,17:20:45,2.41,0.997106969,Neutral,0.499169648
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",Neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,3/2/2025,17:11:40,2.41,0.995677292,Neutral,0.534079611
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,3/2/2025,16:46:55,2.41,0.999987721,Neutral,0.651403427
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",Neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,3/2/2025,16:01:45,2.41,0.999983788,Neutral,0.51837039
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",Neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,3/2/2025,15:47:32,2.41,0.99999404,Neutral,0.76990962
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,3/2/2025,15:34:02,2.41,0.999988198,Neutral,0.763168156
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,3/2/2025,19:31:52,2.41,0.999990702,Neutral,0.735193789
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,3/2/2025,17:20:45,2.41,0.997106969,Neutral,0.499169648
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,3/2/2025,16:46:55,2.41,0.999987721,Neutral,0.651403427
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",Neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,3/2/2025,16:01:45,2.41,0.999983788,Neutral,0.51837039
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,3/2/2025,15:34:02,2.41,0.999988198,Neutral,0.763168156
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,3/2/2025,19:31:52,2.41,0.999990702,Neutral,0.735193789
"Trump to include XRP, SOL, and ADA in US crypto reserve",Neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,3/2/2025,15:34:02,2.41,0.999988198,Neutral,0.763168156
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,2.3873,0.99561125,Neutral,0.702865005
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",Neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,3/3/2025,8:27:59,2.3873,0.999679208,Bullish,0.685173094
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,2.3873,0.99561125,Neutral,0.702865005
Ripple prepares for what could be a $795 million XRP sale in March,Neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,3/3/2025,12:50:39,2.3873,0.999533892,Bullish,0.63342917
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",Neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,3/3/2025,8:27:59,2.3873,0.999679208,Bullish,0.685173094
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,2.3873,0.99561125,Neutral,0.702865005
Ripple prepares for what could be a $795 million XRP sale in March,Neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,3/3/2025,12:50:39,2.3873,0.999533892,Bullish,0.63342917
"Stablecoin presence key to blockchain legitimacy, says ZachXBT",Positive,https://cryptopanic.com/news/20772748/Stablecoin-presence-key-to-blockchain-legitimacy-says-ZachXBT?mtm_campaign=API-OFA,3/3/2025,12:24:43,2.3873,0.995008707,Neutral,0.860876501
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",Neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,3/3/2025,8:27:59,2.3873,0.999679208,Bullish,0.685173094
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",Neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,3/3/2025,8:27:59,2.3873,0.999679208,Bullish,0.685173094
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,2.3873,0.99561125,Neutral,0.702865005
Ripple prepares for what could be a $795 million XRP sale in March,Neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,3/3/2025,12:50:39,2.3873,0.999533892,Bullish,0.63342917
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,2.41,0.99561125,Neutral,0.702865005
Ripple prepares for what could be a $795 million XRP sale in March,Neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,3/3/2025,12:50:39,2.41,0.999533892,Bullish,0.63342917
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",Neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,3/3/2025,8:27:59,2.41,0.999679208,Bullish,0.685173094
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,2.41,0.99561125,Neutral,0.702865005
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",Neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,3/3/2025,8:27:59,2.41,0.999679208,Bullish,0.685173094
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",Neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,3/3/2025,8:27:59,2.41,0.999679208,Bullish,0.685173094
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,Neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,3/3/2025,18:14:25,2.41,0.99561125,Neutral,0.702865005
Ripple prepares for what could be a $795 million XRP sale in March,Neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,3/3/2025,12:50:39,2.41,0.999533892,Bullish,0.63342917
Cardano Rallies 43% In Seven Days: What Is Going On With ADA?,Neutral,https://cryptopanic.com/news/20780686/Cardano-Rallies-43-In-Seven-Days-What-Is-Going-On-With-ADA?mtm_campaign=API-OFA,3/4/2025,20:03:51,2.41,0.999987364,Neutral,0.545808136
Cardano Rallies 43% In Seven Days: What Is Going On With ADA?,Neutral,https://cryptopanic.com/news/20780686/Cardano-Rallies-43-In-Seven-Days-What-Is-Going-On-With-ADA?mtm_campaign=API-OFA,3/4/2025,20:03:51,2.41,0.999987364,Neutral,0.545808136
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",Neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,3/5/2025,12:10:39,2.41,0.9998914,Bullish,0.519283772
"XRP: 24% Retrace is Mind-Blowing, Ethereum (ETH) Looks Even Worse Than Before, Cardano (ADA): Biggest Volatility Surge in Years",Negative,https://cryptopanic.com/news/20781362/XRP-24-Retrace-is-Mind-Blowing-Ethereum-ETH-Looks-Even-Worse-Than-Before-Cardano-ADA-Biggest-Volatility-Surge-in-Years?mtm_campaign=API-OFA,3/5/2025,0:01:00,2.41,0.999100924,Neutral,0.518968046
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",Neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,3/5/2025,12:10:39,2.41,0.9998914,Bullish,0.519283772
"XRP: 24% Retrace is Mind-Blowing, Ethereum (ETH) Looks Even Worse Than Before, Cardano (ADA): Biggest Volatility Surge in Years",Negative,https://cryptopanic.com/news/20781362/XRP-24-Retrace-is-Mind-Blowing-Ethereum-ETH-Looks-Even-Worse-Than-Before-Cardano-ADA-Biggest-Volatility-Surge-in-Years?mtm_campaign=API-OFA,3/5/2025,0:01:00,2.41,0.999100924,Neutral,0.518968046
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",Neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,3/5/2025,12:10:39,2.41,0.9998914,Bullish,0.519283772
XRP Transfers Explode Past $5 Billion In 24 Hours as Wallets Surge over 600%,Negative,https://cryptopanic.com/news/20801260/XRP-Transfers-Explode-Past-5-Billion-In-24-Hours-as-Wallets-Surge-over-600?mtm_campaign=API-OFA,3/9/2025,14:05:10,2.41,0.645156264,Bullish,0.565793574
"BTC, ETH, XRP Lead $334.99M Crypto Liquidation, Key Trends To Watch?",Neutral,https://cryptopanic.com/news/20801596/BTC-ETH-XRP-Lead-33499M-Crypto-Liquidation-Key-Trends-To-Watch?mtm_campaign=API-OFA,3/9/2025,16:36:00,2.41,0.998839676,Neutral,0.598916709
"Why Achieving an XRP Price of $1,000 is Not An Illusion",Neutral,https://cryptopanic.com/news/20816117/Why-Achieving-an-XRP-Price-of-1000-is-Not-An-Illusion?mtm_campaign=API-OFA,3/12/2025,14:23:02,2.41,0.873379171,Bearish,0.672209144
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.2527,0.999927282,Neutral,0.822969854
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",Neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,3/13/2025,18:45:44,2.2527,0.999999523,Neutral,0.563786447
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.2527,0.999927282,Neutral,0.822969854
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",Neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,3/13/2025,18:45:44,2.2527,0.999999523,Neutral,0.563786447
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.2527,0.999927282,Neutral,0.822969854
Ripple Lawsuit News Now: Unpacking the SEC-Ripple Settlement Strategy,Neutral,https://cryptopanic.com/news/20819675/Ripple-Lawsuit-News-Now-Unpacking-the-SEC-Ripple-Settlement-Strategy?mtm_campaign=API-OFA,3/13/2025,8:19:01,2.2527,0.699057698,Neutral,0.62147212
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.2527,0.999927282,Neutral,0.822969854
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",Neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,3/13/2025,18:45:44,2.2527,0.999999523,Neutral,0.563786447
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.2527,0.999927282,Neutral,0.822969854
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",Neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,3/13/2025,18:45:44,2.41,0.999999523,Neutral,0.563786447
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.41,0.999927282,Neutral,0.822969854
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.41,0.999927282,Neutral,0.822969854
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.41,0.999927282,Neutral,0.822969854
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",Neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,3/13/2025,18:45:44,2.41,0.999999523,Neutral,0.563786447
SEC considers classifying XRP as commodity in settlement talks with Ripple,Neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,3/13/2025,17:53:17,2.41,0.999927282,Neutral,0.822969854
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.3564,0.999923706,Neutral,0.756221235
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",Positive,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,3/14/2025,7:59:58,2.3564,0.999998569,Neutral,0.599281192
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,Negative,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,3/14/2025,15:03:22,2.3564,0.999807298,Neutral,0.839538634
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",Neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,3/14/2025,14:13:32,2.3564,0.999979734,Bullish,0.603905618
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.3564,0.999923706,Neutral,0.756221235
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",Positive,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,3/14/2025,7:59:58,2.3564,0.999998569,Neutral,0.599281192
XRP News: New Proposal Seeks SEC Settlement with Ripple by Classifying XRP as a Payment Network,Neutral,https://cryptopanic.com/news/20824386/XRP-News-New-Proposal-Seeks-SEC-Settlement-with-Ripple-by-Classifying-XRP-as-a-Payment-Network?mtm_campaign=API-OFA,3/14/2025,3:22:53,2.3564,0.99993372,Neutral,0.71664983
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,Negative,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,3/14/2025,15:03:22,2.3564,0.999807298,Neutral,0.839538634
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",Neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,3/14/2025,14:13:32,2.3564,0.999979734,Bullish,0.603905618
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.3564,0.999923706,Neutral,0.756221235
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",Positive,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,3/14/2025,7:59:58,2.3564,0.999998569,Neutral,0.599281192
XRP News: New Proposal Seeks SEC Settlement with Ripple by Classifying XRP as a Payment Network,Neutral,https://cryptopanic.com/news/20824386/XRP-News-New-Proposal-Seeks-SEC-Settlement-with-Ripple-by-Classifying-XRP-as-a-Payment-Network?mtm_campaign=API-OFA,3/14/2025,3:22:53,2.3564,0.99993372,Neutral,0.71664983
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.3564,0.999923706,Neutral,0.756221235
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",Positive,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,3/14/2025,7:59:58,2.3564,0.999998569,Neutral,0.599281192
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,Negative,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,3/14/2025,15:03:22,2.3564,0.999807298,Neutral,0.839538634
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",Neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,3/14/2025,14:13:32,2.3564,0.999979734,Bullish,0.603905618
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.3564,0.999923706,Neutral,0.756221235
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,Negative,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,3/14/2025,15:03:22,2.41,0.999807298,Neutral,0.839538634
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",Neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,3/14/2025,14:13:32,2.41,0.999979734,Bullish,0.603905618
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.41,0.999923706,Neutral,0.756221235
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",Positive,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,3/14/2025,7:59:58,2.41,0.999998569,Neutral,0.599281192
XRP News: New Proposal Seeks SEC Settlement with Ripple by Classifying XRP as a Payment Network,Neutral,https://cryptopanic.com/news/20824386/XRP-News-New-Proposal-Seeks-SEC-Settlement-with-Ripple-by-Classifying-XRP-as-a-Payment-Network?mtm_campaign=API-OFA,3/14/2025,3:22:53,2.41,0.99993372,Neutral,0.71664983
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,Negative,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,3/14/2025,15:03:22,2.41,0.999807298,Neutral,0.839538634
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",Neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,3/14/2025,14:13:32,2.41,0.999979734,Bullish,0.603905618
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.41,0.999923706,Neutral,0.756221235
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",Positive,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,3/14/2025,7:59:58,2.41,0.999998569,Neutral,0.599281192
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.41,0.999923706,Neutral,0.756221235
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",Positive,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,3/14/2025,7:59:58,2.41,0.999998569,Neutral,0.599281192
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,Negative,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,3/14/2025,15:03:22,2.41,0.999807298,Neutral,0.839538634
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",Neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,3/14/2025,14:13:32,2.41,0.999979734,Bullish,0.603905618
SEC website posts document naming XRP as a strategic asset for U.S.,Neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,3/14/2025,11:14:55,2.41,0.999923706,Neutral,0.756221235
Proposal on SEC website suggests XRP as a strategic asset for US financial system,Neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,3/16/2025,16:07:53,2.2938,0.802494347,Neutral,0.645195067
Proposal on SEC website suggests XRP as a strategic asset for US financial system,Neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,3/16/2025,16:07:53,2.2938,0.802494347,Neutral,0.645195067
Proposal on SEC website suggests XRP as a strategic asset for US financial system,Neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,3/16/2025,16:07:53,2.2938,0.802494347,Neutral,0.645195067
Proposal on SEC website suggests XRP as a strategic asset for US financial system,Neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,3/16/2025,16:07:53,2.41,0.802494347,Neutral,0.645195067
Proposal on SEC website suggests XRP as a strategic asset for US financial system,Neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,3/16/2025,16:07:53,2.41,0.802494347,Neutral,0.645195067
